,Cód. Cliente,Dt. Operação,Cód. Corretora,Cód. Título,Chave,Quantidade,Valor Líquido,Preço,Preço Var
0,Cliente 4,2023-08-09,XPIN,VAMO3,43474A,4800,-61684.997897957066,13.013902943440444,1.3894126415937964
825743,Cliente 4,2023-08-09,XPIN,VAMO3,43475A,300,-3603.537402816,12.01179134272,
0,Cliente 4,2023-08-10,XPIN,AZUL4,43476A,600,-11368.461783507999,19.197166649929997,1.1225744056076457
825763,Cliente 4,2023-08-10,XPIN,AZUL4,43477A,300,-5615.761443899999,18.719204812999998,
0,Cliente 4,2023-08-10,XPIN,CLSA3,4054A,3100,-18934.266349638998,6.077920967425444,0.13886744120695074
0,Cliente 4,2023-08-10,XPIN,CLSA3,4055A,11800,-68930.40754637179,5.816670518345825,0.19805866836246946
825841,Cliente 4,2023-08-10,FUTU,COGN3,16673A,100,-375.447876032,3.75447876032,
0,Cliente 4,2023-08-10,FUTU,COGN3,16674A,2300,-7552.200679168,3.2840785032533333,0.032432923877388976
0,Cliente 4,2023-08-10,XPIN,CRFB3,43478A,1700,-21160.472336285202,12.516006023166,0.27693253996796535
0,Cliente 4,2023-08-10,XPIN,CRFB3,43479A,8200,-98325.88,11.98961891025641,5.0044881862271965e-05
0,Cliente 4,2023-08-10,XPIN,CVCB3,2456A,4400,-12398.476982850001,2.8151389713325,0.06091727907019495
0,Cliente 4,2023-08-10,XPIN,CVCB3,2457A,500,-1474.9065398480002,2.9599892795500002,0.005177752173427505
0,Cliente 4,2023-08-10,XPIN,ESPA3,1533A,1800,-2886.8164727913336,1.6207930361050003,0.003737576913445627
0,Cliente 4,2023-08-10,XPIN,ESPA3,1534A,13100,-20579.164818920668,1.5795007654419446,0.012559091681379801
0,Cliente 4,2023-08-10,XPIN,EVEN3,1674A,800,-6379.527696741176,8.11639666127549,0.18186884298689382
0,Cliente 4,2023-08-10,XPIN,EVEN3,1675A,500,-4489.028469286177,8.945480690995588,0.053060595309132735
0,Cliente 4,2023-08-10,XPIN,EVEN3,1678A,2600,-20797.58739300353,8.010297297041177,0.35012478924968393
826022,Cliente 4,2023-08-10,XPIN,EVEN3,1680A,200,-1667.1897674358825,8.335948837179412,
826029,Cliente 4,2023-08-10,XPIN,EVEN3,1681A,100,-752.01836863,7.5201836863,
0,Cliente 4,2023-08-10,XPIN,EVEN3,1682A,1700,-14357.26221696059,8.56862839589706,0.7349453715629264
0,Cliente 4,2023-08-10,XPIN,EVEN3,1684A,1600,-13461.69155907706,8.167213763850736,0.7545245696347247
0,Cliente 4,2023-08-10,XPIN,EVEN3,1685A,5500,-44167.330200206474,8.130156053095309,0.6420828932973752
826057,Cliente 4,2023-08-10,XPIN,HBOR3,21430A,100,-472.4884572174577,4.724884572174577,
0,Cliente 4,2023-08-10,XPIN,HBOR3,21432A,1400,-6408.869492070509,4.746666865088136,0.31064044221919584
826057,Cliente 4,2023-08-10,XPIN,HBOR3,21433A,100,-472.4884572174577,4.724884572174577,
0,Cliente 4,2023-08-10,XPIN,HBOR3,21434A,4700,-23658.657137045087,4.945443369126272,0.15270826362769477
0,Cliente 4,2023-08-10,XPIN,HBOR3,21435A,1700,-8672.721625211525,5.185279978241808,0.4405902921770591
0,Cliente 4,2023-08-10,XPIN,HBOR3,21436A,900,-4368.354834852204,4.918473109000001,0.36652605143451145
0,Cliente 4,2023-08-10,XPIN,HBOR3,21437A,2500,-12929.714694450848,5.171673448308475,0.09258060646477466
0,Cliente 4,2023-08-10,XPIN,LAVV3,36286A,5000,-44194.46,8.837981593406594,0.000494284097230607
826100,Cliente 4,2023-08-10,XPIN,LAVV3,36287A,200,-2077.4956753793813,10.387478376896906,
0,Cliente 4,2023-08-10,XPIN,LAVV3,36288A,400,-4296.285608627629,10.740714021569072,0.24955084133392025
0,Cliente 4,2023-08-10,XPIN,LAVV3,36289A,2200,-22037.600212473193,10.027453014894844,1.2561487878253215
0,Cliente 4,2023-08-10,XPIN,LAVV3,36290A,1300,-14425.054310067835,10.978966215477834,0.18770930332043598
826112,Cliente 4,2023-08-10,XPIN,LAVV3,36291A,300,-3324.875724937113,11.08291908312371,
0,Cliente 4,2023-08-10,XPIN,LJQQ3,1A,1000,-5539.657664241831,5.634450114180831,0.11232010706797277
0,Cliente 4,2023-08-10,XPIN,LJQQ3,2A,1100,-7323.713503975998,6.550801696890664,0.16781420760295754
0,Cliente 4,2023-08-10,XPIN,LJQQ3,3A,1300,-7923.632475324498,6.079494141507082,0.11278604592604363
0,Cliente 4,2023-08-10,XPIN,LJQQ3,4A,1400,-9753.170140225664,6.933123215883331,0.10950094606747462
0,Cliente 4,2023-08-10,XPIN,LJQQ3,5A,2300,-13762.528490296,6.204960511454285,0.1434678961958747
0,Cliente 4,2023-08-10,XPIN,LJQQ3,6A,2600,-15542.085986893999,5.911131347253862,0.018505563179867388
0,Cliente 4,2023-08-10,XPIN,LJQQ3,7A,700,-4485.301523625332,6.108526209247499,0.35056303245268366
826206,Cliente 4,2023-08-10,XPIN,LJQQ3,8A,400,-2333.2213460213325,5.833053365053331,
0,Cliente 4,2023-08-10,XPIN,LJQQ3,9A,600,-3496.842080060332,5.825578517624164,0.00011174668817863698
826205,Cliente 4,2023-08-10,XPIN,LJQQ3,10A,700,-4237.160556423665,6.053086509176665,
0,Cliente 4,2023-08-10,XPIN,LJQQ3,11A,900,-6313.288494727165,6.997688521272497,0.04724015995347544
826213,Cliente 4,2023-08-10,XPIN,LJQQ3,12A,400,-2234.9739886453326,5.587434971613332,
826213,Cliente 4,2023-08-10,XPIN,LJQQ3,13A,400,-2234.9739886453326,5.587434971613332,
0,Cliente 4,2023-08-10,XPIN,LJQQ3,24107A,1000,-6008.553794897664,5.978865318711665,0.011017570228083574
826207,Cliente 4,2023-08-10,XPIN,LJQQ3,24108A,700,-4406.513935384165,6.295019907691665,
0,Cliente 4,2023-08-10,XPIN,LJQQ3,24109A,2200,-14820.593008490996,6.7157724284994424,0.19455678403904636
826219,Cliente 4,2023-08-10,XPIN,LJQQ3,24110A,500,-2720.1074652316656,5.440214930463331,
0,Cliente 4,2023-08-10,XPIN,LJQQ3,24111A,1400,-8314.356381932332,5.92268762101222,0.08728322515706155
0,Cliente 4,2023-08-10,XPIN,LJQQ3,24113A,1400,-8042.622459418164,5.744730328155832,0.10064458941507728
826218,Cliente 4,2023-08-10,XPIN,LJQQ3,24115A,600,-4274.177079427998,7.123628465713331,
0,Cliente 4,2023-08-10,XPIN,LJQQ3,24118A,1700,-10825.539614570662,6.316422837564997,0.7120412685412907
826222,Cliente 4,2023-08-10,XPIN,LJQQ3,24119A,500,-3267.4220854499995,6.534844170899999,
826222,Cliente 4,2023-08-10,XPIN,LJQQ3,24120A,500,-3267.4220854499995,6.534844170899999,
826222,Cliente 4,2023-08-10,XPIN,LJQQ3,24121A,500,-3267.4220854499995,6.534844170899999,
826222,Cliente 4,2023-08-10,XPIN,LJQQ3,24125A,500,-3267.4220854499995,6.534844170899999,
826222,Cliente 4,2023-08-10,XPIN,LJQQ3,24126A,500,-3267.4220854499995,6.534844170899999,
826222,Cliente 4,2023-08-10,XPIN,LJQQ3,24127A,500,-3267.4220854499995,6.534844170899999,
0,Cliente 4,2023-08-10,XPIN,LWSA3,26871A,2100,-16928.611518692498,8.089038045699999,0.3207379915085287
0,Cliente 4,2023-08-10,XPIN,LWSA3,26872A,1800,-14986.5106361275,8.153155599679167,0.38016039555799547
0,Cliente 4,2023-08-10,XPIN,PETR4,42511A,3900,-130432.05628300858,33.69567977879796,11.601163532613988
0,Cliente 4,2023-08-10,XPIN,PETR4,42512A,1600,-51398.703580483576,33.382248078591076,10.802625284404622
0,Cliente 4,2023-08-10,XPIN,PETZ3,29098A,1000,-5985.114723863,6.222599351851666,0.2649844640371326
0,Cliente 4,2023-08-10,XPIN,PETZ3,29099A,900,-5688.113429911,6.3989132041725,1.005601765316427
0,Cliente 4,2023-08-10,XPIN,SANB11,41530A,900,-28191.520099200003,31.020840178,0.3036741486481447
0,Cliente 4,2023-08-10,XPIN,SEER3,26941A,2500,-15054.078930982387,6.000637466865672,0.11936842052102671
0,Cliente 4,2023-08-10,XPIN,SEER3,26942A,4100,-25668.70245290373,6.361508281780971,0.23850938208274508
0,Cliente 4,2023-08-10,XPIN,SEQL3,1178A,2100,-2238.7942572479997,1.0528910913599998,0.004238973416726177
0,Cliente 4,2023-08-10,XPIN,SEQL3,1179A,7800,-8876.153893535999,1.1370049996235294,0.006882358770759927
826452,Cliente 4,2023-08-10,XPIN,TCSA3,8556A,100,-470.3315272267858,4.703315272267858,
826450,Cliente 4,2023-08-10,XPIN,TCSA3,8557A,3500,-13408.7,3.831057142857143,
0,Cliente 4,2023-08-10,XPIN,TCSA3,8558A,1800,-7298.776057016787,4.332223501982874,0.16089105577758261
826502,Cliente 4,2023-08-10,XPIN,VALE3,36292A,100,-6661.24,66.6124,
0,Cliente 4,2023-08-10,XPIN,VALE3,36297A,900,-64477.505399101545,70.8265955225513,14.593498381129507
826543,Cliente 4,2023-08-11,XPIN,BBAS3,18054A,100,-4861.1987876,48.611987876,
0,Cliente 4,2023-08-11,CAPM,BEEF3,26891A,2000,-23416.941186065,12.146147733053999,1.2233550252020664
0,Cliente 4,2023-08-11,CAPM,BEEF3,26892A,1900,-22878.094993199,11.939419357212,0.4499623439984902
826661,Cliente 4,2023-08-11,XPIN,ELET3,42514A,300,-10012.9567727475,33.376522575825,
0,Cliente 4,2023-08-11,XPIN,GFSA3,43480A,16900,-98634.98146300201,5.926571435583614,0.23309076812311946
826737,Cliente 4,2023-08-11,XPIN,GFSA3,43481A,300,-1916.6767667916004,6.388922555972001,
826739,Cliente 4,2023-08-11,XPIN,GFSA3,43482A,200,-1229.30800982,6.1465400491,
0,Cliente 4,2023-08-11,XPIN,GFSA3,43483A,1300,-8134.6703266224,6.1840354831904,0.08879466064685512
826749,Cliente 4,2023-08-11,XPIN,HBOR3,21438A,300,-1335.757234168235,4.452524113894117,
0,Cliente 4,2023-08-11,XPIN,HBOR3,21439A,1300,-5115.51430316647,3.9472557296647057,0.005630830064458515
826782,Cliente 4,2023-08-11,XPIN,LWSA3,26874A,100,-841.9936727400002,8.419936727400001,
826822,Cliente 4,2023-08-11,XPIN,MEAL3,11697A,100,-225.73273816627352,2.2573273816627353,
826822,Cliente 4,2023-08-11,XPIN,MEAL3,11702A,100,-225.73273816627352,2.2573273816627353,
0,Cliente 4,2023-08-11,XPIN,MEAL3,11803A,7200,-18874.531830530657,2.5839694484248645,0.03702069275609132
0,Cliente 4,2023-08-11,XPIN,MEAL3,11804A,8700,-21499.586713425702,2.5136729366391504,0.049900730638124564
0,Cliente 4,2023-08-11,XPIN,MGLU3,17225A,21500,-64366.243831547414,2.99431987829238,0.05302004561153442
826895,Cliente 4,2023-08-11,XPIN,RRRP3,1686A,200,-6696.0,33.48,
826902,Cliente 4,2023-08-11,XPIN,RRRP3,1687A,100,-3162.978450755714,31.62978450755714,
826902,Cliente 4,2023-08-11,XPIN,RRRP3,1691A,100,-3162.978450755714,31.62978450755714,
826932,Cliente 4,2023-08-11,XPIN,VALE3,36298A,400,-24291.484939699996,60.72871234924999,
0,Cliente 4,2023-08-11,XPIN,VALE3,36299A,500,-32725.964718368992,65.71678186549998,3.5073404510565305
826932,Cliente 4,2023-08-11,XPIN,VALE3,36300A,400,-24291.484939699996,60.72871234924999,
0,Cliente 4,2023-08-11,XPIN,VALE3,36301A,500,-38429.98020709599,76.70496132402998,1.2012358975523783
0,Cliente 4,2023-08-11,XPIN,VALE3,36302A,900,-55233.40496852099,61.68774523056999,1.8121731396899317
0,Cliente 4,2023-08-14,XPIN,ALPA4,1692A,1900,-20038.649048022,10.682000376560003,0.4887831611292402
0,Cliente 4,2023-08-14,XPIN,ALPA4,1693A,1000,-9888.759226338001,11.021012898020002,2.050032073007853
0,Cliente 4,2023-08-14,XPIN,ANIM3,9258A,300,-1342.5447875839998,4.475149291946666,0.07186416667607005
827031,Cliente 4,2023-08-14,XPIN,ANIM3,9259A,100,-460.429417518,4.60429417518,
827049,Cliente 4,2023-08-14,FUTU,ARZZ3,4516A,100,-7761.77,77.6177,
827109,Cliente 4,2023-08-14,XPIN,BBAS3,18056A,100,-4866.501117479999,48.66501117479999,
0,Cliente 4,2023-08-14,XPIN,BRAP4,26825A,1800,-43555.499940294,23.428363873545003,8.006340373524154
827155,Cliente 4,2023-08-14,XPIN,BRAP4,26826A,100,-2006.7754766580001,20.067754766580002,
0,Cliente 4,2023-08-14,XPIN,CRFB3,43484A,5400,-62654.2941291298,11.812587407571652,1.0241075067947991
0,Cliente 4,2023-08-14,XPIN,CRFB3,43485A,4500,-51637.50110990805,11.52850917818075,0.9759704254468684
0,Cliente 4,2023-08-14,XPIN,CRFB3,43486A,6300,-75134.92378814849,11.912287608271587,1.4784847276141253
0,Cliente 4,2023-08-14,XPIN,CRFB3,43487A,3600,-42571.40455682069,11.933179604756356,1.1441891731624874
0,Cliente 4,2023-08-14,XPIN,MEAL3,11705A,600,-1320.6945826337173,2.1882636595329843,0.0007481460310247093
0,Cliente 4,2023-08-14,XPIN,MEAL3,11706A,5200,-12622.262347821046,2.4150021091983542,0.034155146471617055
0,Cliente 4,2023-08-14,XPIN,MEAL3,11707A,11700,-27620.039548877798,2.3840067430418848,0.035703360890204976
0,Cliente 4,2023-08-14,XPIN,MEAL3,11708A,1400,-3247.34257942178,2.3328383806958115,0.017355994134573307
0,Cliente 4,2023-08-14,XPIN,MGLU3,17229A,3400,-10177.633039728,2.982091211146667,0.0470606072004761
0,Cliente 4,2023-08-14,XPIN,MGLU3,17230A,1600,-5102.601342564,3.1315654566899997,0.06596865702066282
0,Cliente 4,2023-08-14,XPIN,PETZ3,29100A,17900,-106247.62010532616,5.953521486727912,0.26012976791611925
827347,Cliente 4,2023-08-14,XPIN,PETZ3,29101A,300,-1597.2854631733928,5.324284877244643,
0,Cliente 4,2023-08-14,XPIN,PETZ3,29103A,2000,-12318.90224703482,6.283965625314643,0.11522963174660321
0,Cliente 4,2023-08-14,XPIN,PETZ3,29104A,1300,-8307.01387460384,6.343325482077678,0.03333109082109417
0,Cliente 4,2023-08-14,XPIN,PETZ3,29105A,500,-2757.327365642143,5.562247194794196,0.11325212914710933
0,Cliente 4,2023-08-14,XPIN,QUAL3,36304A,400,-1836.4338590159996,4.591084647539999,0.010131121658768357
827399,Cliente 4,2023-08-14,XPIN,SEER3,26943A,300,-1612.9016848989,5.376338949662999,
827403,Cliente 4,2023-08-14,XPIN,SEER3,26944A,200,-1064.4439639636,5.322219819818,
0,Cliente 4,2023-08-14,XPIN,SEER3,26945A,9200,-52819.8564658869,5.760514077657925,0.12455793236918448
827411,Cliente 4,2023-08-14,XPIN,SEER3,26946A,100,-529.6380789084,5.296380789084,
0,Cliente 4,2023-08-14,XPIN,VALE3,36306A,300,-18698.44,62.296366666666664,0.003252363333333008
0,Cliente 4,2023-08-14,XPIN,VALE3,36308A,650,-40176.251805734435,60.41367721049036,8.131408468951268
827431,Cliente 4,2023-08-14,XPIN,VALE3,36310A,50,-3115.48,62.3096,
827443,Cliente 4,2023-08-14,XPIN,VALE3,36313A,100,-6962.507077718343,69.62507077718342,
827431,Cliente 4,2023-08-14,XPIN,VALE3,36314A,50,-3115.48,62.3096,
0,Cliente 4,2023-08-14,XPIN,VALE3,36315A,5000,-332476.33869924734,66.69430600458291,24.603812306755902
0,Cliente 4,2023-08-14,XPIN,VALE3,36316A,450,-27967.25911824094,63.85519252630848,26.762470585038237
0,Cliente 4,2023-08-14,XPIN,VALE3,36317A,300,-20433.651513460827,70.15688119504851,75.25506369538168
827446,Cliente 4,2023-08-14,XPIN,VALE3,36318A,400,-23588.361610853488,58.97090402713372,
827444,Cliente 4,2023-08-14,XPIN,VALE3,36322A,600,-41567.41287866698,69.27902146444497,
0,Cliente 4,2023-08-14,XPIN,VBBR3,317A,3000,-50134.118095287675,17.711837887219446,3.793779693464896
0,Cliente 4,2023-08-14,XPIN,VBBR3,318A,2900,-56363.466935347664,19.126795559541666,4.324831091538263
827510,Cliente 4,2023-08-16,XPIN,AURE3,17738A,100,-1658.1592703000001,16.581592703000002,
827550,Cliente 4,2023-08-16,XPIN,AZUL4,43488A,300,-4589.5419911849995,15.298473303949999,
827547,Cliente 4,2023-08-16,XPIN,AZUL4,43489A,600,-9304.088390801999,15.506813984669998,
827590,Cliente 4,2023-08-16,XPIN,BBSE3,25664A,200,-6371.5215450000005,31.857607725,
0,Cliente 4,2023-08-16,XPIN,BBSE3,25665A,1700,-57420.236716875,32.91196576875,10.505402492640018
0,Cliente 4,2023-08-16,FUTU,BPAC11,31035A,3100,-101174.67692173866,33.08084391115982,3.6607822518958955
0,Cliente 4,2023-08-16,FUTU,BPAC11,31036A,1800,-63826.40074915217,35.11714767173258,3.314799748626871
827642,Cliente 4,2023-08-16,FUTU,BPAC11,31060A,100,-3058.617238229498,30.586172382294983,
0,Cliente 4,2023-08-16,FUTU,BPAC11,31064A,600,-21684.764480552287,34.59647234709765,13.23791894878086
827649,Cliente 4,2023-08-16,FUTU,BPAC11,31065A,300,-10485.389128974894,34.95129709658298,
827655,Cliente 4,2023-08-16,FUTU,BPAC11,31067A,100,-3508.932761585398,35.08932761585398,
0,Cliente 4,2023-08-16,FUTU,BPAC11,31068A,200,-7261.088072320696,36.30544036160348,2.9578604207487684
827649,Cliente 4,2023-08-16,FUTU,BPAC11,31069A,300,-10485.389128974894,34.95129709658298,
827669,Cliente 4,2023-08-16,FUTU,BPAC11,31078A,200,-6147.458346258796,30.737291731293983,
827669,Cliente 4,2023-08-16,FUTU,BPAC11,31079A,200,-6147.458346258796,30.737291731293983,
827670,Cliente 4,2023-08-16,FUTU,BPAC11,31080A,100,-3558.085092837998,35.58085092837998,
827670,Cliente 4,2023-08-16,FUTU,BPAC11,31082A,100,-3558.085092837998,35.58085092837998,
827670,Cliente 4,2023-08-16,FUTU,BPAC11,31085A,100,-3558.085092837998,35.58085092837998,
827653,Cliente 4,2023-08-16,FUTU,BPAC11,31122A,600,-17238.706120328392,28.731176867213986,
827680,Cliente 4,2023-08-16,XPIN,BRAP4,26827A,400,-8246.873717375998,20.617184293439998,
827681,Cliente 4,2023-08-16,XPIN,BRAP4,26828A,600,-12433.45244448,20.7224207408,
0,Cliente 4,2023-08-16,XPIN,CBAV3,36323A,600,-2689.6701895849997,4.3860754396249995,0.04208615019070009
0,Cliente 4,2023-08-16,XPIN,CBAV3,36324A,1300,-5863.226503219999,4.489996646174999,0.1376116367647306
0,Cliente 4,2023-08-16,MIRA,CIEL3,16677A,13400,-52628.04799778468,3.91957456357182,0.11248733620461923
0,Cliente 4,2023-08-16,MIRA,CIEL3,16678A,7200,-29022.620371344063,4.071694658885139,0.11497624386546894
827817,Cliente 4,2023-08-16,XPIN,CIEL3,16676A,100,-399.40952823,3.9940952823,
0,Cliente 4,2023-08-16,XPIN,CVCB3,2458A,1600,-4339.007711415999,2.6211889988199997,0.07529680907432397
0,Cliente 4,2023-08-16,XPIN,CVCB3,2459A,3300,-8979.0716696352,2.7475652763599996,0.03506549252947074
0,Cliente 4,2023-08-16,XPIN,RAIZ4,6438A,400,-1630.7674474984613,4.0126083457846144,0.03308648966710068
827907,Cliente 4,2023-08-16,XPIN,RAIZ4,6439A,800,-2758.432745667692,3.448040932084615,
0,Cliente 4,2023-08-16,CAPM,RECV3,19859A,300,-7462.884976556,24.5682918606,1.7074565845099179
0,Cliente 4,2023-08-16,CAPM,RECV3,19860A,1600,-38010.58970084,23.756618563025,3.338007016494621
0,Cliente 4,2023-08-16,XPIN,USAL11,13935A,3700,-36253.13503351287,10.044843560176675,0.4380090534140326
827993,Cliente 4,2023-08-16,XPIN,USAL11,13936A,300,-2822.1516316687093,9.407172105562365,
828028,Cliente 4,2023-08-16,FUTU,VALE3,36332A,200,-14000.438713493333,70.00219356746666,
828084,Cliente 4,2023-08-16,XPIN,VALE3,36325A,100,-6331.82279296,63.3182279296,
828067,Cliente 4,2023-08-16,XPIN,VALE3,36326A,300,-18473.84,61.57946666666667,
828084,Cliente 4,2023-08-16,XPIN,VALE3,36327A,100,-6331.82279296,63.3182279296,
828067,Cliente 4,2023-08-16,XPIN,VALE3,36328A,300,-18473.84,61.57946666666667,
828084,Cliente 4,2023-08-16,XPIN,VALE3,36329A,100,-6331.82279296,63.3182279296,
0,Cliente 4,2023-08-16,XPIN,VALE3,36330A,800,-49218.45,61.53434333333334,0.0040722304222221145
0,Cliente 4,2023-08-16,XPIN,VIIA3,23756A,20000,-39813.81441945325,1.9860900214485937,0.023770096322111873
0,Cliente 4,2023-08-16,XPIN,WEGE3,260A,14400,-607431.2566165805,41.33806818724989,15.521430638403427
0,Cliente 4,2023-08-16,XPIN,WEGE3,261A,1500,-58171.72302717905,38.61257192672059,12.788155511934457
828182,Cliente 4,2023-08-17,FUTU,ARZZ3,4518A,100,-8017.84,80.1784,
0,Cliente 4,2023-08-17,FUTU,ARZZ3,4526A,200,-16004.66,80.0233,0.048112019999998354
0,Cliente 4,2023-08-17,FUTU,HBOR3,21440A,2900,-9144.281766830398,3.1784409219727996,0.08574184905964921
0,Cliente 4,2023-08-17,FUTU,HBOR3,21441A,7000,-22264.860445732797,3.179072135857333,0.07569440068025127
0,Cliente 4,2023-08-17,FUTU,PTBL3,30495A,9600,-72473.008842976,7.538892051468001,0.21098821535766502
0,Cliente 4,2023-08-17,FUTU,PTBL3,30496A,300,-2135.4289653540004,7.028955812760001,0.14302928242913143
0,Cliente 4,2023-08-17,FUTU,RNEW3,20133A,15000,-23524.767682872167,1.5692524188248231,0.015700219428957947
0,Cliente 4,2023-08-17,FUTU,RNEW4,12625A,21000,-35015.59433886081,1.673010667944,0.021597643626492913
0,Cliente 4,2023-08-18,XPIN,ELET3,42515A,7100,-267591.524721933,37.083130338668575,9.135095686032171
0,Cliente 4,2023-08-18,XPIN,ELET3,42516A,7200,-260379.52446263403,36.18011991158625,9.111462855553716
0,Cliente 4,2023-08-18,XPIN,USAL11,13937A,4900,-51001.96597067237,10.40457458444915,0.9427187549536973
0,Cliente 4,2023-08-18,XPIN,USAL11,13938A,9400,-95093.71816024979,9.983060053541571,0.8519244930234244
828450,Cliente 4,2023-08-21,XPIN,BBAS3,18057A,100,-5134.095225013333,51.340952250133334,
828450,Cliente 4,2023-08-21,XPIN,BBAS3,18058A,100,-5134.095225013333,51.340952250133334,
0,Cliente 4,2023-08-21,XPIN,BBSE3,25666A,700,-24879.224785675004,34.095847453573754,22.76467358429101
0,Cliente 4,2023-08-21,XPIN,BBSE3,25667A,3200,-108022.24857132151,33.313796389883755,7.442756795283922
0,Cliente 4,2023-08-21,XPIN,BRAP4,12627A,1100,-25233.499544457,22.774928318649998,6.5578769505228305
0,Cliente 4,2023-08-21,XPIN,BRAP4,12628A,800,-19834.835810306,24.7935447628825,4.613022349548468
0,Cliente 4,2023-08-21,XPIN,CMIN3,12629A,200,-971.71125108,4.8585562554,0.060332862325811865
0,Cliente 4,2023-08-21,XPIN,CMIN3,12630A,200,-863.885791032,4.319428955159999,0.028194916438365428
828623,Cliente 4,2023-08-21,XPIN,CSAN3,43490A,200,-4230.84101652,21.1542050826,
0,Cliente 4,2023-08-21,XPIN,CSAN3,43491A,700,-14101.619714658002,20.028268589490004,1.339285490934349
0,Cliente 4,2023-08-21,XPIN,CVCB3,2460A,800,-2174.5575661320004,2.7599909268400005,0.013973886875206802
0,Cliente 4,2023-08-21,XPIN,CVCB3,2461A,1100,-3289.0113385990003,2.9088428376350004,0.1771482542468012
0,Cliente 4,2023-08-21,XPIN,GFSA3,43492A,700,-4273.229062877999,6.2089043206799985,0.4257816077234169
828714,Cliente 4,2023-08-21,XPIN,GFSA3,43493A,400,-2587.8142945199997,6.469535736299999,
828713,Cliente 4,2023-08-21,XPIN,GFSA3,43494A,600,-3309.226372776,5.51537728796,
828708,Cliente 4,2023-08-21,XPIN,GFSA3,43495A,200,-1318.7535847839997,6.593767923919999,
0,Cliente 4,2023-08-21,XPIN,JBSS3,22009A,400,-7719.586625654167,20.006219954208333,6.576528623499897
0,Cliente 4,2023-08-21,XPIN,JBSS3,22010A,700,-12626.68002635,18.188382328075,0.24587626418942282
828796,Cliente 4,2023-08-21,XPIN,LREN3,1694A,200,-4271.8744378520005,21.35937218926,
828796,Cliente 4,2023-08-21,XPIN,LREN3,1695A,200,-4271.8744378520005,21.35937218926,
828830,Cliente 4,2023-08-21,XPIN,LUPA3,16679A,200,-555.7698446600001,2.7788492233000004,
0,Cliente 4,2023-08-21,XPIN,MRFG3,16681A,900,-6574.813977888001,7.66569576565,0.7267749685445186
0,Cliente 4,2023-08-21,XPIN,MRFG3,16682A,1000,-7206.500703674999,7.206500703674999,0.9264595676457492
0,Cliente 4,2023-08-21,XPIN,QUAL3,36334A,900,-3214.821994736,3.9071259491,0.3712544820298442
0,Cliente 4,2023-08-21,XPIN,RAIZ4,6440A,800,-2734.6011206458506,3.4932300587973133,0.044974393231851165
0,Cliente 4,2023-08-21,XPIN,RAIZ4,6441A,20800,-75060.32250744071,3.6537933234888347,0.08140832770442513
828995,Cliente 4,2023-08-21,XPIN,TASA4,42517A,100,-1888.4352124499997,18.884352124499998,
0,Cliente 4,2023-08-21,XPIN,USAL11,13939A,17000,-168015.21536464946,9.80800659996832,0.6650492744355154
0,Cliente 4,2023-08-21,XPIN,VALE3,36336A,900,-59174.323358557,66.91248146545333,26.199773724034202
0,Cliente 4,2023-08-22,XPIN,AMER3,4223A,23300,-25069.5823411695,1.0707995988392551,0.009648361123429348
829220,Cliente 4,2023-08-22,XPIN,ASAI3,16683A,100,-1528.9638682086998,15.289638682086997,
829220,Cliente 4,2023-08-22,XPIN,ASAI3,16684A,100,-1528.9638682086998,15.289638682086997,
0,Cliente 4,2023-08-22,XPIN,ASAI3,16685A,800,-11093.432133879898,14.476582387951497,1.3221210748667038
0,Cliente 4,2023-08-22,XPIN,ASAI3,16686A,800,-11917.217911820699,14.698446696805329,0.3580535686595032
0,Cliente 4,2023-08-22,XPIN,ASAI3,16687A,500,-6629.374349094799,13.337168236414998,0.30748119877424684
0,Cliente 4,2023-08-22,XPIN,ASAI3,16688A,3400,-44874.021201659394,13.743214089830998,2.350722189791622
0,Cliente 4,2023-08-22,XPIN,ASAI3,16689A,2700,-36070.2749021968,13.641588311905497,0.6823671878455707
0,Cliente 4,2023-08-22,XPIN,ASAI3,16690A,1200,-17475.061747073894,14.02938104325333,3.7601713630028817
0,Cliente 4,2023-08-22,XPIN,CRFB3,43496A,3900,-44520.338173285476,11.581896658831704,0.7823769458696515
0,Cliente 4,2023-08-22,XPIN,CRFB3,43497A,8700,-101451.47751883973,11.948627195369715,1.2928613358693952
0,Cliente 4,2023-08-22,XPIN,CRFB3,43498A,1000,-11490.406645753468,11.66137593202267,0.18385596239399515
0,Cliente 4,2023-08-22,XPIN,CRFB3,43499A,1200,-14148.016144837602,11.771048136460669,0.7245785944788196
0,Cliente 4,2023-08-22,XPIN,CSNA3,16691A,3900,-48050.86505653333,12.603284202844446,1.3802564922789349
0,Cliente 4,2023-08-22,XPIN,CSNA3,16692A,500,-6187.531478755554,12.495663116444444,0.7272199167372625
0,Cliente 4,2023-08-22,XPIN,DASA3,17712A,500,-7195.70550292,14.180225838200002,2.22995875155675
829371,Cliente 4,2023-08-22,XPIN,GOLL4,22451A,800,-6326.4986491712,7.908123311464,
0,Cliente 4,2023-08-22,XPIN,GOLL4,22452A,1600,-12076.2997636112,7.367535935770667,0.25158261789450714
0,Cliente 4,2023-08-22,XPIN,HBOR3,21442A,1800,-5776.960249872,3.31618582008,0.07786943439538428
829426,Cliente 4,2023-08-22,XPIN,HBOR3,21443A,100,-334.57617118800005,3.3457617118800003,
