,Cód. Cliente,Dt. Operação,Cód. Corretora,Cód. Título,Chave,Quantidade,Valor Líquido,Preço,Preço Var
0,Cliente 4,2023-08-03,XPIN,GFSA3,43414A,400,-2424.066751008,5.972922412128,0.06089277393228729
0,Cliente 4,2023-08-03,XPIN,GFSA3,43416A,1700,-11090.461351132799,6.367816879704,0.11232118625052567
823717,Cliente 4,2023-08-03,XPIN,GFSA3,43417A,200,-1276.364781216,6.38182390608,
823732,Cliente 4,2023-08-03,XPIN,INTB3,1656A,300,-7991.639643760001,26.638798812533334,
823736,Cliente 4,2023-08-03,XPIN,INTB3,1657A,400,-9029.893873853334,22.574734684633334,
823730,Cliente 4,2023-08-03,XPIN,INTB3,1658A,1200,-28254.17,23.545141666666666,
823732,Cliente 4,2023-08-03,XPIN,INTB3,1659A,300,-7991.639643760001,26.638798812533334,
0,Cliente 4,2023-08-03,FUTU,IRBR3,590A,7900,-339494.849185299,43.25088124346166,15.024567968216834
0,Cliente 4,2023-08-03,FUTU,IRBR3,591A,2000,-83192.76430793748,41.27977726298499,15.35404987672559
0,Cliente 4,2023-08-03,XPIN,LJQQ3,24105A,13,-83.56,6.416833333333334,0.0008133888888888709
0,Cliente 4,2023-08-03,XPIN,LJQQ3,24106A,87,-562.98,6.472738997113997,0.003991742808808561
0,Cliente 4,2023-08-03,XPIN,NTCO3,16663A,900,-18141.0499115848,20.006242778467332,1.4144146749718365
0,Cliente 4,2023-08-03,XPIN,NTCO3,16664A,4000,-72755.4831765214,18.530406540058987,0.8636672601333572
0,Cliente 4,2023-08-03,XPIN,PRIO3,10690A,400,-18731.007574956,46.827518937389996,0.44761138360041924
823943,Cliente 4,2023-08-03,XPIN,PRIO3,10691A,200,-11020.044557032,55.10022278516001,
823943,Cliente 4,2023-08-03,XPIN,PRIO3,10692A,200,-11020.044557032,55.10022278516001,
0,Cliente 4,2023-08-03,XPIN,RAPT4,8677A,4300,-56681.04591439999,13.079294270271996,1.1704590775234056
0,Cliente 4,2023-08-03,XPIN,RAPT4,8678A,2500,-30670.958478623994,12.180047638271997,0.31909729618816707
0,Cliente 4,2023-08-03,XPIN,RAPT4,8679A,1800,-23363.103898783993,13.11111198422857,1.6623841105807287
0,Cliente 4,2023-08-03,XPIN,RAPT4,8680A,300,-3915.2249135039992,13.466804506079995,3.115828654978072
823996,Cliente 4,2023-08-03,XPIN,RAPT4,8681A,200,-2629.141930623999,13.145709653119996,
823997,Cliente 4,2023-08-03,XPIN,RAPT4,8682A,600,-8516.394277823998,14.193990463039997,
824018,Cliente 4,2023-08-03,FUTU,ROMI3,39831A,200,-2967.2061374239997,14.83603068712,
824018,Cliente 4,2023-08-03,FUTU,ROMI3,39832A,200,-2967.2061374239997,14.83603068712,
0,Cliente 4,2023-08-03,FUTU,SEQL3,1172A,15200,-17292.29146515143,1.1316921220651266,0.010063691351906486
0,Cliente 4,2023-08-03,XPIN,SEQL3,1162A,15200,-15867.414029939242,1.0434078692066702,0.0072281510308948235
0,Cliente 4,2023-08-03,XPIN,TAEE11,43418A,400,-17187.519483183,41.301419226374996,22.241234684818625
0,Cliente 4,2023-08-03,XPIN,TAEE11,43419A,500,-19434.881931107997,39.494615258909995,9.243467180336019
824147,Cliente 4,2023-08-03,XPIN,TAEE11,43420A,200,-8345.61437052,41.728071852599996,
824142,Cliente 4,2023-08-03,XPIN,TAEE11,43421A,700,-30960.237831158996,44.228911187369995,
0,Cliente 4,2023-08-03,XPIN,USIM5,588A,3800,-27992.58012029746,7.443541727396189,0.25967689218687223
0,Cliente 4,2023-08-03,XPIN,USIM5,589A,11100,-80985.3113383224,7.367640427982512,0.3359597213301566
0,Cliente 4,2023-08-03,XPIN,VALE3,36275A,1900,-133115.17956309736,70.63678403611765,57.49437713304864
824222,Cliente 4,2023-08-03,XPIN,VALE3,36276A,1300,-88091.23,67.76248461538461,
0,Cliente 4,2023-08-03,XPIN,WIZC3,41644A,2000,-13774.528718880001,7.040750122876191,0.2944734947198782
0,Cliente 4,2023-08-03,XPIN,WIZC3,41645A,900,-6921.430120193334,7.711965958233334,0.0748012579029805
0,Cliente 4,2023-08-04,FUTU,BBDC4,43422A,2700,-42555.898223247,15.637957102701602,1.3160730608892743
0,Cliente 4,2023-08-04,FUTU,BBDC4,43423A,17200,-287410.8513402987,16.654008299888154,2.303379016170348
824373,Cliente 4,2023-08-04,FUTU,ENGI11,43436A,200,-9914.26,49.5713,
824374,Cliente 4,2023-08-04,FUTU,ENGI11,43437A,100,-4958.13,49.5813,
824374,Cliente 4,2023-08-04,FUTU,ENGI11,43438A,100,-4958.13,49.5813,
824374,Cliente 4,2023-08-04,FUTU,ENGI11,43439A,100,-4958.13,49.5813,
824374,Cliente 4,2023-08-04,FUTU,ENGI11,43443A,100,-4958.13,49.5813,
824374,Cliente 4,2023-08-04,FUTU,ENGI11,43444A,100,-4958.13,49.5813,
824374,Cliente 4,2023-08-04,FUTU,ENGI11,43448A,100,-4958.13,49.5813,
824374,Cliente 4,2023-08-04,FUTU,ENGI11,43453A,100,-4958.13,49.5813,
824374,Cliente 4,2023-08-04,FUTU,ENGI11,43458A,100,-4958.13,49.5813,
0,Cliente 4,2023-08-07,XPIN,CMIG4,11233A,16800,-217269.47411209397,12.853960041543452,1.124348018881605
0,Cliente 4,2023-08-08,XPIN,AZUL4,43464A,1800,-33321.802157748,17.80062820738091,1.5431197359700903
0,Cliente 4,2023-08-08,XPIN,AZUL4,43465A,6200,-107715.82659362908,17.580685702025498,2.4131216879903716
0,Cliente 4,2023-08-08,XPIN,AZUL4,43466A,600,-11445.672857643818,19.076121429406363,4.934480989681777
0,Cliente 4,2023-08-08,XPIN,AZUL4,43467A,3200,-59886.15127936528,18.535633193017407,1.4527979441802419
0,Cliente 4,2023-08-08,XPIN,AZUL4,43468A,2800,-53811.570672436916,19.03203392397273,2.221917364949637
0,Cliente 4,2023-08-08,XPIN,AZUL4,43469A,7100,-126448.09060375947,18.315359154712656,1.2891601100791643
824498,Cliente 4,2023-08-08,XPIN,BBSE3,25662A,200,-6243.348570936,31.21674285468,
824498,Cliente 4,2023-08-08,XPIN,BBSE3,25663A,200,-6243.348570936,31.21674285468,
824552,Cliente 4,2023-08-08,XPIN,CSMG3,24982A,100,-2365.9917765,23.659917765,
0,Cliente 4,2023-08-08,XPIN,CSMG3,24983A,300,-6979.30613314,23.3632447741,0.1760297270591023
0,Cliente 4,2023-08-08,XPIN,CSNA3,16665A,1000,-12816.823891384602,13.062147562408,3.0091851782198695
0,Cliente 4,2023-08-08,XPIN,CSNA3,16666A,6900,-92301.5679323659,13.3352579173888,1.1873203246953783
0,Cliente 4,2023-08-08,XPIN,CSNA3,16667A,1700,-23772.509823988403,13.7052670827045,1.5455981201703743
824611,Cliente 4,2023-08-08,XPIN,CSNA3,16668A,200,-2895.604973838,14.478024869190001,
0,Cliente 4,2023-08-08,XPIN,HBOR3,21429A,1900,-8428.279017858,4.34610011577,0.16808467849509798
0,Cliente 4,2023-08-08,XPIN,ITUB4,2410A,4300,-120537.06725747725,29.127023836424616,4.072718953276609
0,Cliente 4,2023-08-08,XPIN,ITUB4,2411A,2100,-61973.79308190114,30.150451171717293,5.963099067586865
0,Cliente 4,2023-08-08,XPIN,ITUB4,2412A,5600,-157278.65937679552,28.69434725293811,4.9854253873392365
0,Cliente 4,2023-08-08,XPIN,ITUB4,2413A,6500,-191979.31545646832,29.618641379749025,6.107100265715943
0,Cliente 4,2023-08-08,ORAM,LAVV3,36280A,1900,-16469.72,8.67195576923077,0.00019976929733729197
0,Cliente 4,2023-08-08,ORAM,LAVV3,36281A,3100,-28251.300700283726,9.197152393588823,0.7585659928941871
824806,Cliente 4,2023-08-08,FUTU,RRRP3,1660A,100,-3932.3844159760006,39.32384415976001,
0,Cliente 4,2023-08-08,FUTU,RRRP3,1661A,800,-26945.739210266005,36.10003264723001,20.78592133664196
0,Cliente 4,2023-08-08,XPIN,USIM5,592A,8900,-66234.317869244,7.367231086848,0.265203635944
0,Cliente 4,2023-08-08,XPIN,USIM5,593A,1100,-8655.9147006242,7.845226937331333,0.010643943799727665
0,Cliente 4,2023-08-08,XPIN,VALE3,36278A,2300,-154250.68177872806,71.31982934818578,43.42166502811754
0,Cliente 4,2023-08-08,XPIN,VALE3,36279A,700,-44694.807500840965,64.85486325003065,11.001076014159565
0,Cliente 4,2023-08-08,XPIN,VIIA3,23754A,6500,-12761.134005269812,1.958990654690114,0.018233520438705523
0,Cliente 4,2023-08-08,XPIN,VIIA3,23755A,9400,-18425.728554146815,1.9906204265053127,0.02792897064039794
0,Cliente 4,2023-08-09,XPIN,AMBP3,42509A,1300,-30505.56340952,23.08323650701222,2.443607997183433
0,Cliente 4,2023-08-09,XPIN,AMBP3,42510A,1600,-34788.43387178033,21.505556403735834,2.1959666868443013
825053,Cliente 4,2023-08-09,XPIN,AURE3,17736A,100,-1735.6571439800002,17.356571439800003,
0,Cliente 4,2023-08-09,XPIN,BBAS3,18049A,2700,-130584.14601796553,48.86249098078817,25.583352616804593
0,Cliente 4,2023-08-09,XPIN,BBAS3,18050A,2700,-140393.79134087588,50.57968781560345,13.85856354416552
825105,Cliente 4,2023-08-09,XPIN,BBAS3,18051A,100,-4402.3211902086205,44.0232119020862,
825105,Cliente 4,2023-08-09,XPIN,BBAS3,18052A,100,-4402.3211902086205,44.0232119020862,
0,Cliente 4,2023-08-09,XPIN,BLAU3,6965A,400,-8612.808650777499,20.869497751295835,5.267280132142421
825122,Cliente 4,2023-08-09,XPIN,BLAU3,6968A,200,-4609.96563292,23.049828164599997,
0,Cliente 4,2023-08-09,XPIN,COGN3,16669A,12400,-43335.26186578232,3.4644235275576385,0.08291977870622545
0,Cliente 4,2023-08-09,XPIN,CRFB3,43470A,1800,-22862.3669545824,12.80860490316,0.9039432322348799
0,Cliente 4,2023-08-09,XPIN,CRFB3,43471A,3100,-39117.257325368795,12.855103945029333,0.815316177203408
0,Cliente 4,2023-08-09,FUTU,ECOR3,594A,1500,-12122.394006630377,8.105081743837502,0.24821098018873697
0,Cliente 4,2023-08-09,FUTU,ECOR3,595A,1200,-9930.93247022275,8.483611175556875,0.19437759092218912
825236,Cliente 4,2023-08-09,FUTU,ECOR3,596A,800,-7731.6579917280005,9.664572489660001,
825231,Cliente 4,2023-08-09,FUTU,ECOR3,597A,600,-4610.36309778225,7.683938496303751,
825231,Cliente 4,2023-08-09,FUTU,ECOR3,598A,600,-4610.36309778225,7.683938496303751,
0,Cliente 4,2023-08-09,FUTU,ECOR3,599A,400,-3420.1209165478754,8.598215395944376,0.01836532471987982
825240,Cliente 4,2023-08-09,FUTU,ECOR3,19629A,500,-3927.1201212025003,7.854240242405001,
825253,Cliente 4,2023-08-09,FUTU,ECOR3,19631A,100,-779.757757291875,7.79757757291875,
825253,Cliente 4,2023-08-09,FUTU,ECOR3,19632A,100,-779.757757291875,7.79757757291875,
0,Cliente 4,2023-08-09,XPIN,GUAR3,1662A,800,-5296.640989374,6.693929330382,0.17112697865612492
825293,Cliente 4,2023-08-09,XPIN,GUAR3,1663A,600,-3749.0478901848,6.248413150308,
0,Cliente 4,2023-08-09,XPIN,GUAR3,1664A,1600,-11304.0978697584,6.807924421956,0.5207027564082733
0,Cliente 4,2023-08-09,XPIN,GUAR3,1665A,900,-5358.234878388,6.148873341449999,0.24710767452479948
0,Cliente 4,2023-08-09,XPIN,GUAR3,1666A,900,-6053.7953408688,6.965452326294,1.0282903597973632
0,Cliente 4,2023-08-09,XPIN,GUAR3,1667A,1800,-12268.4045781528,6.810923363328,0.27142654767490454
0,Cliente 4,2023-08-09,XPIN,GUAR3,1668A,1300,-8904.6557949384,6.971267190132,0.5546962350456897
0,Cliente 4,2023-08-09,XPIN,GUAR3,1669A,1700,-10784.970843519599,6.349550896164,0.05812024054530409
0,Cliente 4,2023-08-09,XPIN,MEAL3,11791A,800,-2262.8453475056003,2.8285566843820003,0.14805160506584497
825329,Cliente 4,2023-08-09,XPIN,MEAL3,11792A,200,-514.0565238588,2.5702826192940003,
0,Cliente 4,2023-08-09,XPIN,MEAL3,11793A,800,-2166.9182390596006,2.6815800264500007,0.023445257642167906
825337,Cliente 4,2023-08-09,XPIN,MEAL3,11794A,100,-256.1686391836,2.561686391836,
0,Cliente 4,2023-08-09,XPIN,MEAL3,11798A,3500,-9274.1292123702,2.658270244215278,0.08214960606521908
0,Cliente 4,2023-08-09,XPIN,MEAL3,11799A,800,-2225.1216745992006,2.7814020932490005,0.2162656235122304
825329,Cliente 4,2023-08-09,XPIN,MEAL3,11800A,200,-514.0565238588,2.5702826192940003,
0,Cliente 4,2023-08-09,XPIN,MEAL3,11801A,1100,-3106.0299633168006,2.7736837896690005,0.06716795351055993
0,Cliente 4,2023-08-09,XPIN,MEAL3,11802A,1800,-4768.8021394546,2.6509620996625003,0.1073549284666039
825357,Cliente 4,2023-08-09,XPIN,MOVI3,7006A,1400,-18003.13,12.859378571428572,
825363,Cliente 4,2023-08-09,XPIN,MOVI3,7007A,600,-8606.133832704001,14.343556387840001,
825362,Cliente 4,2023-08-09,XPIN,MOVI3,7008A,200,-2459.9434605653337,12.299717302826668,
825363,Cliente 4,2023-08-09,XPIN,MOVI3,7009A,600,-8606.133832704001,14.343556387840001,
0,Cliente 4,2023-08-09,XPIN,PETZ3,29090A,5800,-38081.4473473798,6.573169439826888,0.16328196260097363
0,Cliente 4,2023-08-09,XPIN,PETZ3,29091A,5800,-38037.121756770495,6.447152862926999,0.3948149808631441
0,Cliente 4,2023-08-09,XPIN,PETZ3,29092A,4100,-26123.878469215797,6.312673055476665,0.20036407573141224
0,Cliente 4,2023-08-09,XPIN,PETZ3,29093A,3900,-24685.243936680596,6.408318502868099,0.23850076493865066
0,Cliente 4,2023-08-09,XPIN,RRRP3,1670A,1200,-48914.46501772001,40.24259786980001,19.428109898090902
825444,Cliente 4,2023-08-09,XPIN,RRRP3,1671A,300,-12991.174152489999,43.30391384163333,
825497,Cliente 4,2023-08-09,XPIN,SANB3,1673A,100,-1452.08075301,14.5208075301,
0,Cliente 4,2023-08-09,XPIN,SBFG3,11920A,600,-6002.687492468573,9.8021593944,1.5681111668867826
0,Cliente 4,2023-08-09,XPIN,SEER3,26939A,900,-5449.683897215294,6.197223671929411,0.0666828149609571
0,Cliente 4,2023-08-09,XPIN,SEER3,26940A,700,-4116.375301905882,5.848809732529412,0.09864339793449517
825600,Cliente 4,2023-08-09,XPIN,SIMH3,36714A,300,-3102.7187213964,10.342395737988,
0,Cliente 4,2023-08-09,XPIN,SIMH3,36715A,1300,-14668.679606926798,11.033824209789998,1.2273881506057047
0,Cliente 4,2023-08-09,XPIN,SIMH3,36716A,600,-6612.314398271999,11.161046203689,0.35543682970237245
0,Cliente 4,2023-08-09,XPIN,SIMH3,36717A,2600,-29491.6976136948,11.917919860045648,1.1460787626783846
825646,Cliente 4,2023-08-09,XPIN,TRPL4,25630A,100,-2860.51165191,28.6051165191,
825679,Cliente 4,2023-08-09,XPIN,VALE3,36285A,100,-6712.11,67.1211,
0,Cliente 4,2023-08-09,XPIN,VAMO3,43472A,5100,-63442.95411676247,12.266854285429734,1.1416464044748977
0,Cliente 4,2023-08-09,XPIN,VAMO3,43473A,4500,-56788.87660535014,12.84866731311994,1.6706123685142806
