,Cód. Cliente,Dt. Operação,Cód. Corretora,Cód. Título,Chave,Quantidade,Valor Líquido,Preço,Preço Var
0,Cliente 21,2023-09-21,INDU,VALE3,29535A,1400,-97388.54069276799,72.15069298398666,63.279673506168784
0,Cliente 21,2023-09-21,INDU,VALE3,29536A,1000,-69007.75291158,69.35185024877,0.6577943192291479
542462,Cliente 21,2023-09-22,INDU,AGRO3,28592A,300,-8407.03,28.023433333333337,
0,Cliente 21,2023-09-22,INDU,AMER3,27477A,10200,-8926.0458905745,0.8542549431817,0.004615495748186755
0,Cliente 21,2023-09-22,INDU,AMER3,27478A,7700,-6728.6229701748,0.8631693175658334,0.0039930360560522845
0,Cliente 21,2023-09-22,INDU,BBDC4,37592A,14100,-214970.5661096499,15.176961114027161,1.2554379194408223
0,Cliente 21,2023-09-22,INDU,BEEF3,10658A,1700,-14796.832455451233,8.657486048539726,0.2915897007981666
0,Cliente 21,2023-09-22,INDU,BEEF3,10659A,1100,-9352.885679849589,8.403815546605479,0.043972784543047885
0,Cliente 21,2023-09-22,INDU,BEEF3,10660A,1200,-10460.402067903286,8.741510136172602,0.3643087023109116
0,Cliente 21,2023-09-22,INDU,BEEF3,10661A,900,-7649.315200040547,8.502284135730822,0.06136266407959195
0,Cliente 21,2023-09-22,INDU,BEEF3,10662A,1300,-12068.549353124385,9.177793321528767,0.10818275217803014
0,Cliente 21,2023-09-22,INDU,BEEF3,10663A,800,-7870.732072853424,9.458349478212327,0.5135995380424195
0,Cliente 21,2023-09-22,INDU,BRKM5,3546A,400,-9246.440231154284,22.064070618514283,8.854136283320383
542631,Cliente 21,2023-09-22,INDU,BRKM5,3547A,200,-4709.669677939999,23.548348389699996,
0,Cliente 21,2023-09-22,INDU,CSAN3,37594A,2400,-45871.79356695,19.439963437088235,2.064734131673595
0,Cliente 21,2023-09-22,INDU,CSAN3,37595A,2600,-49515.595189679414,19.310458018137254,4.100223685744847
0,Cliente 21,2023-09-22,INDU,ECOR3,3496A,1600,-11838.286118079002,7.412661956295001,0.1581134279579817
0,Cliente 21,2023-09-22,INDU,ECOR3,3497A,2300,-17204.157254034002,7.488705659805002,0.31782418748679214
0,Cliente 21,2023-09-22,INDU,GOAU4,27479A,1900,-23261.58997093225,12.647232605879374,0.8187954759175753
0,Cliente 21,2023-09-22,INDU,GOAU4,27480A,2000,-23438.79857452,11.922946945949375,0.6844802986576406
0,Cliente 21,2023-09-22,INDU,GOLL4,22355A,600,-4646.765200602857,7.585129819735713,0.45780305290024803
542833,Cliente 21,2023-09-22,INDU,VALE3,29537A,100,-6752.197848632353,67.52197848632353,
542828,Cliente 21,2023-09-22,INDU,VALE3,29538A,300,-20454.82,68.18273333333333,
542833,Cliente 21,2023-09-22,INDU,VALE3,29539A,100,-6752.197848632353,67.52197848632353,
542833,Cliente 21,2023-09-22,INDU,VALE3,29540A,100,-6752.197848632353,67.52197848632353,
0,Cliente 21,2023-09-22,INDU,VALE3,29543A,900,-61595.509999999995,68.402775,0.21796503124999383
0,Cliente 21,2023-09-22,INDU,VALE3,29544A,400,-27207.017848632353,67.85235590982843,0.21829848392347087
542832,Cliente 21,2023-09-22,INDU,VALE3,29546A,700,-47636.88,68.05268571428572,
0,Cliente 21,2023-09-22,INDU,VALE3,29547A,300,-22531.21016624647,75.10403388748824,120.09518713872777
0,Cliente 21,2023-09-26,INDU,AMAR3,43763A,23600,-14796.613398245483,0.6280841907814793,0.0029006660961500854
542952,Cliente 21,2023-09-26,INDU,ARZZ3,34057A,100,-6041.823142082,60.41823142082,
542939,Cliente 21,2023-09-26,INDU,ARZZ3,34058A,300,-21086.650100099996,70.28883366699999,
542973,Cliente 21,2023-09-26,INDU,BBDC4,37596A,500,-6546.494855264583,13.092989710529165,
0,Cliente 21,2023-09-26,INDU,BBDC4,37597A,1800,-28011.213362690825,15.559697437763887,0.0023800178949535946
0,Cliente 21,2023-09-26,PLAN,PETZ3,20786A,5400,-26700.07581928128,4.9276167058624,0.06370535140131157
0,Cliente 21,2023-09-26,PLAN,PETZ3,20787A,19500,-97780.7037341088,5.012435212135548,0.12752326303656505
543061,Cliente 21,2023-09-27,INDU,ORVR3,31342A,100,-3729.1645896120003,37.29164589612,
0,Cliente 21,2023-09-27,INDU,ORVR3,31343A,800,-31780.716783395997,38.28989076045001,10.804683913208992
543107,Cliente 21,2023-09-27,INDU,PCAR3,20788A,400,-1332.39022092,3.3309755523,
0,Cliente 21,2023-09-27,INDU,PCAR3,20789A,500,-1713.0883270049999,3.42424535805,0.00018649520425560989
0,Cliente 21,2023-09-27,INDU,PETR4,26262A,21800,-799975.9476069406,36.75829092340401,7.1381420988279505
0,Cliente 21,2023-09-27,INDU,VALE3,29548A,1800,-121168.35199423533,69.12135078134267,38.07037043241668
0,Cliente 21,2023-09-27,INDU,VALE3,29549A,1100,-73103.22622489267,68.11500828860889,28.45165357609494
0,Cliente 21,2023-09-28,INDU,AMER3,27481A,1200,-942.9933914338889,0.7865724346398147,3.99198050083746e-05
0,Cliente 21,2023-09-28,INDU,AMER3,27483A,4100,-3478.195365274259,0.8418407201843621,0.007683399195529191
543315,Cliente 21,2023-09-28,INDU,CASH3,27482A,200,-1298.1751035184614,6.490875517592307,
0,Cliente 21,2023-09-28,INDU,CASH3,27484A,1300,-10295.408354415,8.040488685328846,0.5493402125579054
0,Cliente 21,2023-09-28,INDU,CASH3,27485A,600,-4021.2628355492307,6.9440185181923075,0.6807044802887993
0,Cliente 21,2023-09-28,INDU,CASH3,27486A,300,-2042.0164314196154,6.805290094153847,3.687741707576447e-05
0,Cliente 21,2023-09-28,INDU,EMBR3,28594A,600,-10590.015798896002,17.608770334325,0.030637031442364304
543354,Cliente 21,2023-09-28,INDU,EMBR3,28595A,300,-5812.0776751680005,19.37359225056,
0,Cliente 21,2023-09-28,INDU,ENAT3,16424A,16600,-319980.52869428,19.117872905888003,2.1266655540492607
0,Cliente 21,2023-09-28,INDU,ENAT3,16425A,5000,-99814.53070942243,19.797960427680202,3.1632889986378703
0,Cliente 21,2023-09-28,INDU,GGBR4,3498A,800,-20726.564702723,24.675698599584997,5.401152683879821
543438,Cliente 21,2023-09-28,INDU,GGBR4,3499A,100,-2805.9856894959994,28.059856894959996,
543468,Cliente 21,2023-09-28,INDU,JSLG3,28596A,100,-994.8425615814999,9.948425615815,
0,Cliente 21,2023-09-28,INDU,JSLG3,28597A,9900,-88399.965386789,8.969113174070312,0.6088683602673587
0,Cliente 21,2023-09-28,INDU,JSLG3,28598A,4500,-40898.7386865795,9.198296474128888,0.8359007103628565
543467,Cliente 21,2023-09-28,INDU,JSLG3,28599A,10000,-82022.96,8.202296,
0,Cliente 21,2023-09-28,INDU,MILS3,20790A,8600,-108914.3392621826,12.712351865918942,0.8203668091079523
0,Cliente 21,2023-09-28,INDU,MILS3,20791A,1300,-17096.3923310414,13.174058855738,1.6808459376015
543545,Cliente 21,2023-09-28,INDU,PETR4,26264A,700,-23378.876797211255,33.398395424587505,
0,Cliente 21,2023-09-28,INDU,PETR4,26265A,2400,-92176.34671666501,38.54299372345563,11.618740751929867
0,Cliente 21,2023-09-28,INDU,TRPL4,34060A,200,-4898.421836103334,24.492109180516668,12.913052074226215
543638,Cliente 21,2023-09-28,INDU,VALE3,29550A,300,-21607.622842426503,72.02540947475501,
543634,Cliente 21,2023-09-28,INDU,VALE3,29551A,600,-39927.290194208996,66.545483657015,
0,Cliente 21,2023-09-28,INDU,VALE3,29552A,700,-46477.585018615995,66.0242159505425,0.5434400436222008
543641,Cliente 21,2023-09-28,INDU,VALE3,29553A,200,-15664.572416732002,78.32286208366001,
0,Cliente 21,2023-10-02,INDU,CSAN3,37598A,10800,-186185.69423349592,17.059221451544396,1.7810376465762996
0,Cliente 21,2023-10-02,INDU,CSAN3,37599A,4100,-73089.25828052312,17.821742308759664,1.3692580878042206
0,Cliente 21,2023-10-02,INDU,PETR4,26266A,18000,-629015.3732006678,36.08824143941079,6.432578103357337
0,Cliente 21,2023-10-02,INDU,PETR4,26267A,6900,-255569.1196057564,36.52424189313035,9.789505550364352
0,Cliente 21,2023-10-03,INDU,AMAR3,43769A,9000,-5912.1868881663,0.6640373983644,0.001397591402536031
0,Cliente 21,2023-10-03,INDU,AMAR3,43770A,900,-597.4431225147,0.6416315487855,0.0016285297263398646
0,Cliente 21,2023-10-03,CAPM,BOVA11,3500A,9400,-1131314.2084279829,119.34509242919367,95.10101112829932
0,Cliente 21,2023-10-03,CAPM,BOVA11,3501A,8700,-1001617.9314179367,116.42426516337294,82.1440589074092
0,Cliente 21,2023-10-03,INDU,ECOR3,3504A,3900,-29749.00374356,7.6892162148333325,0.7111711011396573
0,Cliente 21,2023-10-03,INDU,GOAU4,27489A,200,-2180.3856114201712,10.901928057100857,0.002277045508217476
543920,Cliente 21,2023-10-03,INDU,GOAU4,27490A,300,-3792.642424505641,12.642141415018804,
543920,Cliente 21,2023-10-03,INDU,GOAU4,27491A,300,-3792.642424505641,12.642141415018804,
0,Cliente 21,2023-10-03,INDU,GOAU4,27492A,4600,-53348.292095332654,11.732057626888004,1.1529842388190343
0,Cliente 21,2023-10-03,INDU,GOAU4,27493A,4700,-52584.909046072826,11.256299256548505,0.6821765245484425
0,Cliente 21,2023-10-03,INDU,GOAU4,27494A,1300,-16067.810208563933,12.202783361262394,0.9265401573929549
543963,Cliente 21,2023-10-03,INDU,IRBR3,3502A,200,-8658.366563808,43.29183281904,
543963,Cliente 21,2023-10-03,INDU,IRBR3,3503A,200,-8658.366563808,43.29183281904,
0,Cliente 21,2023-10-03,INDU,ITSA4,43767A,900,-7788.642453466667,8.884249346,0.3433949095447162
544014,Cliente 21,2023-10-03,INDU,ITSA4,43768A,200,-1846.6757087466667,9.233378543733334,
0,Cliente 21,2023-10-03,PLAN,MBLY3,27487A,16600,-66160.87507788028,4.009646589567878,0.11104645374587285
544086,Cliente 21,2023-10-03,INDU,ORVR3,31344A,800,-32519.502897224003,40.649378621530005,
0,Cliente 21,2023-10-03,INDU,ORVR3,31345A,1100,-43010.74390151,37.810090984575005,16.12310857073101
0,Cliente 21,2023-10-03,CAPM,SHUL4,34063A,5900,-45469.448354980006,7.714482108009091,0.4219808940552632
0,Cliente 21,2023-10-03,CAPM,SHUL4,34064A,4000,-31186.986460052503,7.7724757130281255,0.14779188445309158
544179,Cliente 21,2023-10-03,CAPM,SMAL11,34061A,700,-69091.55008510535,98.70221440729335,
0,Cliente 21,2023-10-03,CAPM,SMAL11,34062A,2255,-226528.03778126536,100.62212916619617,49.39150020478833
0,Cliente 21,2023-10-03,PLAN,TRAD3,649A,6000,-6373.15718989656,1.045105465959446,0.0036667955513292865
0,Cliente 21,2023-10-03,PLAN,TRAD3,650A,10700,-11105.6826070818,1.035000971164574,0.004391613460248033
0,Cliente 21,2023-10-04,INDU,BBDC4,37600A,15400,-229582.8802319048,14.958549753196525,1.3508978389270074
0,Cliente 21,2023-10-04,INDU,GOAU4,27498A,2200,-26127.46642968,11.393041462669565,1.5790517343162052
0,Cliente 21,2023-10-04,INDU,MOVI3,27495A,2400,-28263.15320083175,11.756812518810309,0.8011814124737787
0,Cliente 21,2023-10-04,INDU,MOVI3,27496A,7200,-86350.75628883546,11.973880708691494,0.7363213563943961
0,Cliente 21,2023-10-04,INDU,VIVR3,24832A,29900,-102161.51000000001,3.4142861885360287,0.00023344734257872615
0,Cliente 21,2023-10-05,INDU,GOAU4,5538A,19400,-217240.40503157425,11.215429804340989,0.9262596874106795
0,Cliente 21,2023-10-05,PLAN,INBR32,651A,7061,-149419.72007359998,21.083679554974623,2.710005544657096
0,Cliente 21,2023-10-05,PLAN,INBR32,652A,2935,-61429.14415089999,20.896035402966415,2.8884650626324193
544506,Cliente 21,2023-10-05,INDU,LOGN3,26268A,100,-4492.382369453333,44.92382369453333,
544506,Cliente 21,2023-10-05,INDU,LOGN3,26269A,100,-4492.382369453333,44.92382369453333,
0,Cliente 21,2023-10-05,INDU,VALE3,29554A,1300,-85838.87320117131,68.15839511893223,21.320331435594603
0,Cliente 21,2023-10-05,INDU,VALE3,29555A,7700,-528800.4708315936,68.62749446783303,28.962346364761345
0,Cliente 21,2023-10-06,INDU,BRKM5,3548A,300,-5657.09674735,19.621278536675,10.51448858298325
0,Cliente 21,2023-10-06,INDU,BRKM5,3549A,600,-12007.183434899998,20.034010169825,0.008741946123033188
0,Cliente 21,2023-10-06,PLAN,CIEL3,28600A,21700,-80133.84691152799,3.68700988347217,0.08854354422290975
0,Cliente 21,2023-10-06,INDU,SEQL3,34065A,700,-402.36227217480007,0.5770509469890001,0.0004951116699830334
544680,Cliente 21,2023-10-06,INDU,SEQL3,34066A,500,-292.282890987,0.584565781974,
0,Cliente 21,2023-10-06,INDU,SEQL3,34067A,21000,-11366.977348164,0.5406751103752174,0.001794238183337229
544730,Cliente 21,2023-10-06,INDU,USIM5,3506A,600,-3721.3088873279994,6.202181478879999,
544727,Cliente 21,2023-10-06,INDU,USIM5,3507A,300,-2283.530278263,7.61176759421,
0,Cliente 21,2023-10-06,INDU,VALE3,29556A,2900,-215240.61120694337,75.79717630944336,25.292525775683217
544774,Cliente 21,2023-10-06,INDU,VALE3,29557A,200,-16309.316682663337,81.54658341331668,
544769,Cliente 21,2023-10-06,INDU,VALE3,29558A,500,-36329.803704966675,72.65960740993334,
544762,Cliente 21,2023-10-06,INDU,VALE3,29559A,400,-31015.289947880006,77.53822486970002,
0,Cliente 21,2023-10-06,INDU,VIVR3,24833A,13300,-47063.603999658124,3.514728695402718,0.06995639413582469
0,Cliente 21,2023-10-09,PLAN,CIEL3,28604A,15100,-53843.89071198243,3.6000698316040123,0.08405562879531592
0,Cliente 21,2023-10-10,PLAN,AZEV4,3508A,19500,-54832.5431654791,2.8116487511458,0.061743442960262546
0,Cliente 21,2023-10-10,PLAN,CIEL3,28608A,15200,-57882.90003043683,3.789116073001761,0.10636858819361926
544987,Cliente 21,2023-10-10,INDU,INBR32,654A,100,-2019.69309542,20.1969309542,
0,Cliente 21,2023-10-10,CAPM,ITUB4,31346A,21900,-649147.809856625,29.644158059457265,5.407536522295425
0,Cliente 21,2023-10-10,INDU,JBSS3,5539A,2500,-51185.599691303,20.293389273292146,2.2866795021002093
0,Cliente 21,2023-10-10,INDU,JBSS3,5540A,1400,-28663.993777583997,20.994758088388334,1.2149801424664806
0,Cliente 21,2023-10-10,INDU,POMO4,17324A,148900,-842157.6014305769,5.813376710146359,0.1222040857828399
0,Cliente 21,2023-10-10,INDU,POMO4,17325A,88000,-507478.4112510308,6.122890385984355,0.23804889427008707
545139,Cliente 21,2023-10-10,INDU,RRRP3,653A,800,-24801.941694604,31.002427118255,
0,Cliente 21,2023-10-10,INDU,RRRP3,655A,3100,-97453.214923191,31.552904845597503,6.2572655401203505
545170,Cliente 21,2023-10-10,INDU,TRPL4,34073A,400,-8622.839935871998,21.557099839679996,
0,Cliente 21,2023-10-10,PLAN,TRPL4,34069A,1000,-24470.632805115252,24.786880508966874,1.7217784236660816
0,Cliente 21,2023-10-10,PLAN,TRPL4,34070A,4600,-104647.172346184,23.19224028074909,4.261510945672179
0,Cliente 21,2023-10-10,PLAN,TRPL4,34071A,2000,-46800.92354793375,23.273891806178,3.0410412702384235
0,Cliente 21,2023-10-10,PLAN,TRPL4,34072A,11900,-274489.4236437653,24.26142970699616,3.436841212147679
545253,Cliente 21,2023-10-10,INDU,VALE3,29560A,300,-18354.7547964,61.182515988000006,
0,Cliente 21,2023-10-11,PLAN,CIEL3,28610A,22000,-82220.60686814625,3.7715979443340117,0.08601810450558131
0,Cliente 21,2023-10-11,PLAN,TRPL4,34077A,6800,-160445.10617699794,23.405411819509126,2.750474564370249
0,Cliente 21,2023-10-11,PLAN,TRPL4,34078A,13200,-315423.26351641206,23.616743072107436,5.4501546393924265
0,Cliente 21,2023-10-11,CAPM,VALE3,29563A,9900,-710028.3230262828,71.93557726271952,45.96770518443844
0,Cliente 21,2023-10-13,INDU,AZUL4,37602A,700,-8910.570814740002,13.539506958450001,2.572674614143126
545430,Cliente 21,2023-10-13,INDU,AZUL4,37603A,200,-2954.3966548200005,14.771983274100002,
0,Cliente 21,2023-10-13,INDU,VALE3,29564A,1500,-111469.40331942879,72.06928028039026,34.22227363908466
0,Cliente 21,2023-10-13,INDU,VALE3,29565A,2000,-137317.87817252538,68.78580632444555,61.33258727574463
545481,Cliente 21,2023-10-13,INDU,VALE3,29566A,300,-19466.479422477074,64.88826474159025,
545479,Cliente 21,2023-10-13,INDU,VALE3,29567A,100,-7673.725919919514,76.73725919919514,
545538,Cliente 21,2023-10-13,INDU,VULC3,34630A,100,-1892.6840902830002,18.92684090283,
0,Cliente 21,2023-10-13,INDU,VULC3,34631A,2400,-48950.969566789005,20.848741594366,2.967305616835753
0,Cliente 21,2023-10-13,INDU,VULC3,34632A,500,-9604.925804595001,19.516123066665003,4.690110283193038
545516,Cliente 21,2023-10-13,INDU,VULC3,34633A,800,-14819.974441872,18.52496805234,
545562,Cliente 21,2023-10-16,INDU,BRAP4,10664A,100,-2403.1430826399996,24.031430826399998,
545562,Cliente 21,2023-10-16,INDU,BRAP4,10665A,100,-2403.1430826399996,24.031430826399998,
0,Cliente 21,2023-10-16,INDU,CEAB3,20792A,5200,-29866.963025562676,5.801111951428871,0.1683306156051356
0,Cliente 21,2023-10-16,INDU,CEAB3,20793A,13500,-73969.79936361268,5.546770768828666,0.18661923339018566
0,Cliente 21,2023-10-16,PLAN,CIEL3,28612A,12400,-48963.01447095651,3.984674104537935,0.10452803299740615
0,Cliente 21,2023-10-16,TERR,CIEL3,28614A,10200,-43465.65775219168,4.255185772935765,0.1555926936669906
0,Cliente 21,2023-10-16,TERR,CIEL3,28615A,7700,-32312.319770926046,4.135788874320177,0.13197776185160331
0,Cliente 21,2023-10-16,TERR,ELET3,26270A,4600,-181341.2044658895,39.70737810874313,8.067065279069517
0,Cliente 21,2023-10-16,TERR,ELET3,26271A,5300,-203480.4576744615,37.97746891573031,9.541442112717512
0,Cliente 21,2023-10-16,TERR,ELET3,26272A,2800,-109463.3249683515,38.860594870689376,10.953722090232235
0,Cliente 21,2023-10-16,INDU,MGLU3,31348A,4000,-8519.13500083464,2.1010617408556,0.057381037467883506
0,Cliente 21,2023-10-16,INDU,MGLU3,31349A,13400,-27767.190214286882,2.059965322049688,0.024801818853300045
545879,Cliente 21,2023-10-16,INDU,PETR4,26274A,1000,-36700.27,36.700269999999996,
545898,Cliente 21,2023-10-16,INDU,PETR4,26276A,400,-17813.582285499997,44.53395571375,
0,Cliente 21,2023-10-16,INDU,PETR4,26277A,150,-5615.173209538135,37.24591604769067,0.6400692932295153
545884,Cliente 21,2023-10-16,INDU,PETR4,26278A,200,-7578.630435906778,37.89315217953389,
0,Cliente 21,2023-10-16,TERR,SMAL11,34079A,3600,-378739.4768988616,107.84468110343288,106.87936717959236
0,Cliente 21,2023-10-16,TERR,SMAL11,34080A,6300,-703611.8101111248,110.99663070643427,67.40694379986672
0,Cliente 21,2023-10-16,INDU,VALE3,29568A,800,-57906.365229552,72.38295653694,135.4102758518072
546007,Cliente 21,2023-10-16,INDU,VALE3,29569A,100,-6910.7177615400005,69.1071776154,
0,Cliente 21,2023-10-17,INDU,CEAB3,20794A,16600,-88399.53965095611,5.340116583457,0.15122191427111667
0,Cliente 21,2023-10-17,INDU,CIEL3,28620A,18900,-67164.3551272348,3.661072605782823,0.022333866656939344
0,Cliente 21,2023-10-17,INDU,CIEL3,28621A,1000,-3800.9857848371994,3.6959890252779997,0.13780399397415555
0,Cliente 21,2023-10-17,TERR,ECOR3,3510A,300,-2209.781355964,7.5223785869699995,0.4405266572098364
546139,Cliente 21,2023-10-17,TERR,ECOR3,3511A,100,-681.4686558159999,6.814686558159999,
0,Cliente 21,2023-10-17,INDU,JSLG3,28616A,3300,-30240.47486067157,9.128532493316735,0.7771777631817606
0,Cliente 21,2023-10-17,INDU,JSLG3,28617A,3600,-31782.40210371614,9.107966630957753,1.0627187024685016
0,Cliente 21,2023-10-17,PLAN,MBLY3,5543A,19200,-73625.94796354817,3.822395855095555,0.08122820291274191
546263,Cliente 21,2023-10-17,INDU,MRFG3,28618A,400,-2761.9110040200003,6.904777510050001,
546265,Cliente 21,2023-10-17,INDU,MRFG3,28619A,100,-699.1540647600001,6.991540647600001,
0,Cliente 21,2023-10-17,CAPM,OIBR3,32353A,2100,-1673.2029068333331,0.7796684956666666,0.007680443297016129
0,Cliente 21,2023-10-17,CAPM,OIBR3,32354A,3800,-3058.7074745166665,0.8075143285925925,0.0035370940561106146
546343,Cliente 21,2023-10-17,TERR,PETR4,26280A,20000,-750360.46,37.518023,
0,Cliente 21,2023-10-17,INDU,TTEN3,24896A,2500,-28682.0728837984,11.259541104748,0.19676380514141115
0,Cliente 21,2023-10-17,INDU,TTEN3,24897A,2400,-29136.567854423196,12.091037880802665,1.3803555824029585
0,Cliente 21,2023-10-17,TERR,VALE3,29570A,3000,-205788.45431000998,70.27041070815562,61.59872908188735
0,Cliente 21,2023-10-17,TERR,VALE3,29571A,900,-63920.1364877295,70.622974472325,25.84222105585611
0,Cliente 21,2023-10-18,INDU,B3SA3,422A,22400,-276839.6618994351,12.292098612189497,1.0648915434229274
0,Cliente 21,2023-10-18,CAPM,CCRO3,14364A,8100,-109339.78324327881,13.526639808727552,1.5883980767955599
0,Cliente 21,2023-10-18,CAPM,CCRO3,14365A,10400,-138626.3503656512,13.35762483952272,1.1264609070735159
0,Cliente 21,2023-10-18,INDU,ENAT3,16426A,2600,-52371.774285057705,20.18145293600562,3.005855001400742
0,Cliente 21,2023-10-18,INDU,ENAT3,16427A,22300,-407210.34679315926,18.986180658415137,2.4811357839193895
0,Cliente 21,2023-10-18,INDU,GOAU4,5545A,3600,-37233.203866368436,10.446981788627085,0.38213777764133605
546571,Cliente 21,2023-10-18,INDU,GOAU4,5546A,400,-4703.197028512502,11.757992571281253,
0,Cliente 21,2023-10-18,INDU,GOAU4,5547A,1000,-10301.892507658129,10.544575851595315,2.9447602712267646
0,Cliente 21,2023-10-18,INDU,GOAU4,5548A,9000,-92244.04552179533,10.54153691383606,0.5211397689811199
0,Cliente 21,2023-10-18,INDU,GOAU4,5551A,1700,-16855.06344281813,10.555604735076566,2.0336175563651047
546597,Cliente 21,2023-10-18,INDU,GOAU4,5552A,200,-2000.9941817475005,10.004970908737503,
0,Cliente 21,2023-10-18,INDU,JBSS3,5549A,2400,-47829.54027506133,20.082238193701667,2.3341712074072576
0,Cliente 21,2023-10-18,INDU,JBSS3,5550A,3500,-72851.02807862034,20.58102485817375,2.3239618030279297
0,Cliente 21,2023-10-18,INDU,PETR4,26281A,1200,-49001.80714961047,41.087073036947615,4.580774094398992
0,Cliente 21,2023-10-18,INDU,PETR4,26282A,600,-25892.80494232349,40.346627539560316,35.48308500099233
0,Cliente 21,2023-10-18,INDU,PETR4,26283A,2400,-101610.4891700092,41.19312939204179,9.923890959223717
546665,Cliente 21,2023-10-18,INDU,PETR4,26284A,300,-11474.27603740476,38.2475867913492,
0,Cliente 21,2023-10-18,INDU,PETR4,26285A,1300,-55632.12398186191,42.46962514696666,3.950135122988005
546668,Cliente 21,2023-10-18,INDU,PETR4,26286A,200,-7571.277905586031,37.856389527930155,
0,Cliente 21,2023-10-18,INDU,RAIZ4,34521A,18100,-64295.1610497534,3.5711475517017774,0.10061853650089618
0,Cliente 21,2023-10-18,INDU,VALE3,29572A,900,-63405.689195944,70.55418048068,1.7325254767714717
0,Cliente 21,2023-10-19,TERR,ALPA4,657A,14000,-111908.49440187281,7.987105668616962,0.4837725537144823
0,Cliente 21,2023-10-19,CAPM,BPAC3,659A,700,-10108.770736921073,14.06715076354018,1.5226893602221505
0,Cliente 21,2023-10-19,CAPM,BPAC3,660A,4800,-66039.10424298803,13.605343104968112,1.642243665849256
0,Cliente 21,2023-10-19,INDU,CVCB3,31354A,18000,-49925.99236221009,2.78028173308293,0.045017832517869213
0,Cliente 21,2023-10-19,INDU,GOAU4,5553A,18900,-205025.1956996382,10.947472054643848,0.7425041038050267
0,Cliente 21,2023-10-19,TERR,MGLU3,31352A,17900,-31782.797582241157,1.7748808527595599,0.020321456804965495
546982,Cliente 21,2023-10-19,INDU,RRRP3,661A,300,-10944.15396,36.4805132,
0,Cliente 21,2023-10-19,INDU,RRRP3,662A,600,-21789.448957591998,36.31574826265333,3.1716967576415174
0,Cliente 21,2023-10-19,INDU,VALE3,29574A,2100,-152209.7504379333,72.3746339512,16.09055425696747
0,Cliente 21,2023-10-19,INDU,VALE3,29575A,800,-51523.53439961333,63.6250313304,14.104181105160524
547054,Cliente 21,2023-10-19,TERR,VBBR3,17362A,100,-1956.28392198,19.5628392198,
0,Cliente 21,2023-10-20,INDU,CEAB3,20796A,16000,-86271.61459059283,5.390868395123456,0.21716995071478415
0,Cliente 21,2023-10-20,PLAN,CSNA3,28622A,11000,-133431.3330369744,12.05664011816049,1.1003748546432177
0,Cliente 21,2023-10-20,PLAN,CSNA3,28623A,1400,-15706.373383909333,11.643892065124,1.6987604445379274
0,Cliente 21,2023-10-20,PLAN,CSNA3,28624A,2200,-25283.2996993224,11.543207536808223,1.0373856616880253
0,Cliente 21,2023-10-20,TERR,NTCO3,28626A,11000,-155156.85831698214,13.97846522053497,1.0713293498257601
0,Cliente 21,2023-10-20,TERR,NTCO3,28627A,77775,-1001394.327663729,13.109963524896937,0.6405548869648752
