,Cód. Cliente,Dt. Operação,Cód. Corretora,Cód. Título,Chave,Quantidade,Valor Líquido,Preço,Preço Var
0,Cliente 21,2023-10-20,INDU,VALE3,29578A,800,-47845.06825056,59.914758209279995,0.04179742006888601
547198,Cliente 21,2023-10-20,INDU,VALE3,29579A,100,-6506.835859896,65.06835859896,
0,Cliente 21,2023-10-20,PLAN,VALE3,29576A,800,-52148.779406254995,65.286730271925,0.324856780114529
547272,Cliente 21,2023-10-20,PLAN,VALE3,29577A,100,-6337.224604675,63.37224604675,
0,Cliente 21,2023-10-23,INDU,AMAR3,43771A,16800,-9524.652250398449,0.5645069625184729,0.0025120685804615613
0,Cliente 21,2023-10-23,PLAN,CIEL3,28628A,15700,-61257.409490361046,3.9065943716925604,0.1227404385006634
0,Cliente 21,2023-10-23,TERR,SMAL11,34081A,700,-67326.8418122475,104.41852547719688,265.9856743933391
0,Cliente 21,2023-10-23,TERR,SMAL11,34082A,17300,-1807258.8411093326,105.24673679191875,61.74784381563857
0,Cliente 21,2023-10-24,PLAN,CIEL3,28630A,20600,-79053.64045660588,3.81767396861818,0.09302270197096461
0,Cliente 21,2023-10-24,PLAN,PETZ3,20798A,14400,-58651.60544142233,4.090516168622335,0.09980278201403985
547491,Cliente 21,2023-10-25,INDU,AMAR3,43774A,2100,-5041.42,2.4006761904761906,
0,Cliente 21,2023-10-25,INDU,AMAR3,43775A,137800,-335521.9471342793,2.5113662993895702,0.024684862547703634
0,Cliente 21,2023-10-25,INDU,JSLG3,28632A,3300,-32506.657932924,9.716634472545001,0.6459131880486721
547539,Cliente 21,2023-10-25,INDU,JSLG3,28633A,600,-5110.841281707,8.518068802845,
0,Cliente 21,2023-10-25,INDU,MGLU3,31356A,18800,-26193.375309947474,1.3993367373761125,0.012010984948129938
547624,Cliente 21,2023-10-25,INDU,VALE3,29581A,200,-14132.477845362164,70.66238922681082,
0,Cliente 21,2023-10-25,INDU,VALE3,29583A,2300,-159184.35031259677,68.15772991451675,17.999357466133613
0,Cliente 21,2023-10-25,INDU,VALE3,29584A,300,-21790.318787182703,73.62039932250812,17.499647452494266
0,Cliente 21,2023-10-25,INDU,VALE3,29585A,600,-43343.87004934054,73.12616925723243,14.142237485470787
547668,Cliente 21,2023-10-25,INDU,WEGE3,43773A,400,-13589.9055832,33.974763958,
0,Cliente 21,2023-10-25,INDU,WEGE3,43776A,500,-16712.20887156,32.5988984208,3.7860119529092753
0,Cliente 21,2023-10-26,CAPM,VALE3,29586A,350,-23724.743860248887,66.51818373157532,8.459396541342114
0,Cliente 21,2023-10-26,CAPM,VALE3,29587A,900,-65199.75740757924,71.90045555976295,0.9773913534634582
547743,Cliente 21,2023-10-27,INDU,BRKM5,3553A,200,-3339.7107512,16.698553756,
0,Cliente 21,2023-10-27,PLAN,CIEL3,28634A,20800,-76872.98957733082,3.7302558687235,0.08368781812250584
0,Cliente 21,2023-10-27,INDU,POSI3,34085A,18100,-128198.86104102939,7.126444166192779,0.3953512580927326
0,Cliente 21,2023-10-30,PLAN,CIEL3,28636A,20800,-78394.15509173904,3.761542280899071,0.08185085049786159
0,Cliente 21,2023-10-31,INDU,AMAR3,43777A,16900,-46919.4569880688,2.7762334048234285,0.05174625981060925
547924,Cliente 21,2023-10-31,INDU,AMAR3,43779A,100000,-254249.26,2.5424926,
547924,Cliente 21,2023-10-31,INDU,AMAR3,43780A,100000,-254249.26,2.5424926,
0,Cliente 21,2023-10-31,INDU,BBDC4,37604A,2400,-32337.362665675264,13.487991440820394,0.6025161819786716
0,Cliente 21,2023-10-31,INDU,BBDC4,37605A,12500,-184399.2909212458,14.664652325516094,1.1627398558103694
0,Cliente 21,2023-10-31,CAPM,BOVA11,3512A,15000,-1719137.8304816291,115.28350587044577,94.56421674685278
0,Cliente 21,2023-10-31,INDU,JHSF3,3815A,1500,-6543.6022665594,4.327605248244,0.17853094596634803
0,Cliente 21,2023-10-31,INDU,JHSF3,3816A,3400,-15254.511362371799,4.464998879292599,0.1254855906841849
0,Cliente 21,2023-10-31,PLAN,MBLY3,5555A,19300,-67043.83032090137,3.491447521689141,0.08051605093752427
0,Cliente 21,2023-10-31,INDU,PRIO3,10666A,1300,-61973.273823855,49.461169119275,8.944496855678315
0,Cliente 21,2023-10-31,INDU,PRIO3,10667A,600,-30010.898773152,50.01816462191999,65.5209100595173
0,Cliente 21,2023-10-31,PLAN,TRAD3,663A,700,-742.1059331456,1.0918400679693332,0.003936369605725994
0,Cliente 21,2023-10-31,PLAN,TRAD3,664A,21600,-22875.45953519776,1.0494002107412148,0.00673780157651103
0,Cliente 21,2023-11-01,INDU,AZEV4,3514A,4200,-7964.0449070464,1.9063519838448002,0.014697418288634986
0,Cliente 21,2023-11-01,INDU,AZEV4,3515A,800,-1488.0866639968,1.834620970424,0.027275007680071763
0,Cliente 21,2023-11-01,PLAN,CIEL3,28638A,119600,-431420.43979454227,3.7326175700876343,0.0802907868132191
0,Cliente 21,2023-11-01,INDU,ENAT3,16430A,11900,-229135.2507025745,19.57357783559816,3.103165137044948
0,Cliente 21,2023-11-01,INDU,ENAT3,16431A,2100,-38306.84083093296,17.9404415782437,1.301026343020854
548340,Cliente 21,2023-11-03,PLAN,BMOB3,33463A,100,-1264.6942171544997,12.646942171544998,
0,Cliente 21,2023-11-03,PLAN,BMOB3,33464A,1800,-25696.228027244997,14.370991192669997,0.7917222594331339
0,Cliente 21,2023-11-03,PLAN,CIEL3,28648A,15800,-61655.05997296409,3.91094484355451,0.1079413868452691
0,Cliente 21,2023-11-03,PLAN,CSNA3,28646A,3200,-42695.674199136,13.39896682572,0.750351657471316
0,Cliente 21,2023-11-03,PLAN,CSNA3,28647A,11700,-164869.717317172,14.062633439055835,1.169272537394466
548429,Cliente 21,2023-11-03,PLAN,GFSA3,37606A,300,-1594.7505500220002,5.31583516674,
0,Cliente 21,2023-11-03,PLAN,GFSA3,37607A,600,-3446.334417981,5.743890696635,0.36646307334737765
548466,Cliente 21,2023-11-03,PLAN,IRBR3,3517A,100,-4200.890820660001,42.008908206600005,
0,Cliente 21,2023-11-03,PLAN,MRFG3,28644A,700,-5734.1846892720005,8.14268774956,0.009413711686763918
548498,Cliente 21,2023-11-03,PLAN,MRFG3,28645A,200,-1641.80796585,8.20903982925,
548550,Cliente 21,2023-11-03,PLAN,VALE3,29590A,800,-64770.61325440001,80.96326656800001,
548548,Cliente 21,2023-11-03,PLAN,VALE3,29591A,100,-7546.336750545,75.46336750545,
548548,Cliente 21,2023-11-03,PLAN,VALE3,29592A,100,-7546.336750545,75.46336750545,
548550,Cliente 21,2023-11-03,PLAN,VALE3,29593A,800,-64770.61325440001,80.96326656800001,
0,Cliente 21,2023-11-06,PLAN,CIEL3,28655A,14200,-53380.2669595,3.7852973376064516,0.09307751330054652
0,Cliente 21,2023-11-06,INDU,JSLG3,28650A,52369,-468870.6766244556,9.575687686189067,0.7347460849126178
548622,Cliente 21,2023-11-06,INDU,JSLG3,28651A,18696,-162456.39,8.6893661745828,
548622,Cliente 21,2023-11-06,INDU,JSLG3,28652A,18696,-162456.39,8.6893661745828,
0,Cliente 21,2023-11-06,TERR,MRFG3,28657A,17300,-125568.84177887364,7.549219823112003,0.3957336435686939
0,Cliente 21,2023-11-06,TERR,MRFG3,28658A,8600,-66417.79986285444,7.698153345142259,0.2850053474789452
548695,Cliente 21,2023-11-07,TERR,ASAI3,28662A,800,-9507.983080070244,11.884978850087805,
0,Cliente 21,2023-11-07,TERR,ASAI3,28665A,7300,-96204.73781516487,13.328347893931706,1.377504291363305
0,Cliente 21,2023-11-07,TERR,ASAI3,28667A,7300,-98237.57048994537,13.423761305834146,1.2796444934443398
0,Cliente 21,2023-11-07,TERR,ASAI3,28668A,700,-8887.70156616,12.596829211365854,0.977792554176818
0,Cliente 21,2023-11-07,PLAN,AZEV4,3518A,4700,-9834.90239572946,2.04377001693298,0.02012382296688152
0,Cliente 21,2023-11-07,PLAN,AZEV4,3519A,16100,-34263.75279969068,2.116403856798,0.020722993711497936
0,Cliente 21,2023-11-07,CAPM,BPAC11,43781A,1400,-46793.162449292,34.00083500605945,11.967831870906693
0,Cliente 21,2023-11-07,CAPM,BPAC11,43782A,1000,-37563.746796888,37.42784450244667,6.992613658403637
0,Cliente 21,2023-11-07,PLAN,CIEL3,28659A,24400,-96866.79830278728,3.977782470296099,0.11692315636901075
0,Cliente 21,2023-11-07,TERR,MRFG3,28661A,8200,-62364.10191584775,8.176549191969213,0.7175364676044983
0,Cliente 21,2023-11-07,TERR,MRFG3,28663A,4600,-37184.35383550305,8.010745854498374,0.40218367363160606
0,Cliente 21,2023-11-07,TERR,MRFG3,28664A,2300,-17714.500174471148,7.7662022421616,0.49502317321548034
0,Cliente 21,2023-11-07,TERR,MRFG3,28666A,4700,-38342.52868902105,8.203255090398999,0.479619127481665
0,Cliente 21,2023-11-07,CAPM,SLCE3,29594A,17300,-718245.8332589603,41.32178814373567,11.472581193210418
0,Cliente 21,2023-11-08,TERR,NTCO3,28669A,11700,-170845.61990218956,14.530950528019208,1.0590686613326066
0,Cliente 21,2023-11-08,INDU,VALE3,29598A,1200,-95161.4400934756,73.73348629591634,49.56899169196303
0,Cliente 21,2023-11-08,INDU,VALE3,29599A,450,-34186.65216188217,73.42814020235272,21.366710108791885
0,Cliente 21,2023-11-08,INDU,VALE3,29600A,5000,-374261.8225719738,76.64663940823877,29.37649658197584
0,Cliente 21,2023-11-08,INDU,VALE3,29601A,1500,-118349.58395561887,79.76742493932544,5.135167759193087
0,Cliente 21,2023-11-09,PLAN,CIEL3,28671A,13800,-53844.37568485968,3.9311798516535164,0.15370666180296785
0,Cliente 21,2023-11-09,CAPM,SLCE3,29602A,16400,-714237.6834689623,43.03784062342821,13.741255663939786
0,Cliente 21,2023-11-10,PLAN,CIEL3,28673A,21200,-83873.6560167492,3.9595275578245013,0.12731048808295042
549202,Cliente 21,2023-11-10,CAPM,ITUB4,31358A,500,-15013.763087411002,30.027526174822004,
0,Cliente 21,2023-11-10,CAPM,ITUB4,31359A,4400,-139790.74360502462,31.584887494421,3.0281751154700514
0,Cliente 21,2023-11-10,PLAN,VALE3,29604A,1200,-89334.86150679001,75.955520775855,19.925026904516077
0,Cliente 21,2023-11-10,PLAN,VALE3,29605A,1700,-121271.82020808003,73.67722575793502,63.20992781533008
0,Cliente 21,2023-11-10,TERR,VALE3,29608A,1000,-80988.28339598342,76.9054290113959,41.29138614758451
0,Cliente 21,2023-11-10,TERR,VALE3,29609A,6100,-464145.32454853563,76.27120377870833,47.16094147221406
0,Cliente 21,2023-11-13,PLAN,CIEL3,28675A,12500,-50267.213906420046,4.0097753227376565,0.0792086075629729
0,Cliente 21,2023-11-13,PLAN,MBLY3,5557A,16000,-42201.39053176377,2.665611982399772,0.04996625743071891
0,Cliente 21,2023-11-13,PLAN,MBLY3,5558A,9100,-24687.4557053605,2.731858781914844,0.061598609402877015
0,Cliente 21,2023-11-14,PLAN,BRAP4,10668A,2200,-62979.0397345356,28.735669856355333,6.318676410818457
0,Cliente 21,2023-11-14,PLAN,BRAP4,10669A,2700,-78163.158813888,28.2380890916228,8.820987087805307
0,Cliente 21,2023-11-14,PLAN,CIEL3,28677A,17100,-69958.96969514487,4.09946324458606,0.09212686936775165
0,Cliente 21,2023-11-14,TERR,CSAN3,37608A,15900,-319100.7974467406,20.036053738848217,2.4064574720353384
0,Cliente 21,2023-11-14,TERR,NTCO3,28679A,16600,-268322.05578018463,15.907346674561401,1.7577472359235633
0,Cliente 21,2023-11-14,PLAN,USIM5,3520A,21700,-156744.09286900348,7.282393054149772,0.32054163885546977
0,Cliente 21,2023-11-14,PLAN,VALE3,29610A,800,-66272.25462639026,81.39027899722583,23.859175212331728
0,Cliente 21,2023-11-14,PLAN,VALE3,29611A,1100,-92231.59352663325,83.57710061899125,1.9573346117164274
0,Cliente 21,2023-11-14,PLAN,VALE3,29612A,1100,-80521.33815817,73.40382143311001,61.78444180355852
549615,Cliente 21,2023-11-14,PLAN,VALE3,29613A,800,-66379.406044072,82.97425755509,
0,Cliente 21,2023-11-14,PLAN,VBBR3,17364A,16900,-398237.75416146993,23.311344662337525,3.7772630234122073
0,Cliente 21,2023-11-14,PLAN,VBBR3,17365A,900,-19850.2635774084,22.151039407475,0.10575053488327486
0,Cliente 21,2023-11-16,CAPM,BPAC3,665A,2600,-44494.34538249,17.674626357070434,3.5992316024688193
0,Cliente 21,2023-11-16,CAPM,BPAC3,666A,1900,-29736.98145585,15.680532837091306,1.114945971440856
0,Cliente 21,2023-11-16,INDU,COGN3,28681A,21700,-70724.68514214008,3.26189351124116,0.06253309828628864
0,Cliente 21,2023-11-16,CAPM,CXSE3,3554A,19800,-235304.5309065882,11.814637209873721,0.9363695428623429
0,Cliente 21,2023-11-16,INDU,ECOR3,3522A,45745,-388296.8725711402,8.602832702444465,0.2069481277237803
0,Cliente 21,2023-11-16,INDU,ECOR3,3523A,4242,-37590.98555238114,9.1717542671666,0.5251280824101826
0,Cliente 21,2023-11-16,TERR,NTCO3,28683A,11150,-163491.17,14.676694006944444,0.002975213658481608
0,Cliente 21,2023-11-16,TERR,NTCO3,28684A,18800,-276492.0913163916,15.68152748685136,0.9011857265613825
0,Cliente 21,2023-11-16,TERR,NTCO3,28685A,7200,-110282.41210699834,16.19730496876925,2.5741355929770364
0,Cliente 21,2023-11-16,TERR,NTCO3,28686A,92700,-1379915.9429129607,15.605034400611833,1.4614001762011066
0,Cliente 21,2023-11-16,INDU,SIMH3,20800A,2400,-20253.896852897,8.491407450066001,0.9775983137619484
549932,Cliente 21,2023-11-16,INDU,SIMH3,20801A,500,-4487.600412355,8.97520082471,
0,Cliente 21,2023-11-17,PLAN,CSNA3,28687A,2500,-42317.831286423,16.62200790569667,1.8068462977572244
0,Cliente 21,2023-11-17,PLAN,CSNA3,28688A,12400,-199917.13441879433,16.285780099790443,2.0986345687610193
0,Cliente 21,2023-11-17,TERR,NTCO3,28689A,21000,-347285.711106736,16.468228387074685,1.6501234862479333
0,Cliente 21,2023-11-20,PLAN,PETR4,26287A,22000,-818047.902793109,37.537116039458326,8.680744609414095
0,Cliente 21,2023-11-21,CAPM,BPAC11,43793A,14400,-471732.88225213,33.811828777419464,5.626797203534916
0,Cliente 21,2023-11-21,CAPM,BPAC11,43794A,900,-29146.04778272,33.445440514750004,3.72137143982704
0,Cliente 21,2023-11-22,PLAN,CIEL3,28691A,16900,-67869.68741976445,4.054360900697779,0.09681613038069974
0,Cliente 21,2023-11-22,PLAN,CMIG4,34089A,5300,-61577.351492533366,11.559841446895058,1.8042076985331488
0,Cliente 21,2023-11-22,PLAN,CMIG4,34090A,9600,-107371.3526186982,11.271965339744487,0.9267095010350872
0,Cliente 21,2023-11-22,PLAN,CMIG4,34091A,21200,-239999.18739193503,11.682736139354166,1.2188545023141901
0,Cliente 21,2023-11-23,PLAN,CMIG4,34093A,23500,-273335.35408630426,11.678740652035524,0.8116659658536157
0,Cliente 21,2023-11-23,INDU,CVCB3,31362A,1600,-5586.603049059667,3.5001328317185,0.08587188618465008
0,Cliente 21,2023-11-23,INDU,CVCB3,31363A,21500,-74213.4181621348,3.4504022271725296,0.08676387727102085
0,Cliente 21,2023-11-23,INDU,ENAT3,16349A,13300,-220115.59158968634,16.5333100221958,2.251761355438437
0,Cliente 21,2023-11-23,INDU,ENAT3,16350A,6600,-111221.98478737613,17.116628301684234,1.6879336039396098
0,Cliente 21,2023-11-23,INDU,GGBR4,3524A,500,-12458.940388158,25.336335579169997,3.285119010564345
550458,Cliente 21,2023-11-23,INDU,GGBR4,3525A,400,-10135.692773096,25.33923193274,
550523,Cliente 21,2023-11-23,PLAN,IRBR3,3526A,100,-5290.5969234224995,52.905969234225,
550499,Cliente 21,2023-11-23,PLAN,IRBR3,3527A,200,-9189.080945459998,45.945404727299994,
0,Cliente 21,2023-11-23,PLAN,MGLU3,31364A,7600,-18327.5763401324,2.3901454750703888,0.05195636145156303
0,Cliente 21,2023-11-23,PLAN,MGLU3,31365A,2300,-5782.0003683767,2.5331929269974,0.017948633790977886
0,Cliente 21,2023-11-23,INDU,ORVR3,31360A,2900,-107789.78353335499,37.0923056612,11.55075905377442
0,Cliente 21,2023-11-23,INDU,ORVR3,31361A,3000,-117937.44287007999,38.98784412305937,12.084323230891012
550620,Cliente 21,2023-11-23,INDU,TTEN3,24898A,800,-9235.699092751998,11.544623865939998,
0,Cliente 21,2023-11-23,INDU,TTEN3,24899A,4100,-47474.57134643939,11.501248731163999,1.1253315869448104
0,Cliente 21,2023-11-23,INDU,WEGE3,43795A,300,-11810.863277765999,39.24005068430999,0.3018345469734892
550654,Cliente 21,2023-11-23,INDU,WEGE3,43796A,100,-3648.1693830119993,36.481693830119994,
0,Cliente 21,2023-11-24,TERR,PETZ3,20802A,17300,-73527.33426219762,4.288145562849627,0.12216704077182329
0,Cliente 21,2023-11-27,PLAN,CIEL3,28693A,21100,-82442.20205157266,3.905275825028896,0.10583423993063383
0,Cliente 21,2023-11-27,TERR,JSLG3,28695A,17300,-176967.04685439155,10.192322685743175,0.6898867937459084
0,Cliente 21,2023-11-28,INDU,CVCB3,31366A,3900,-13193.6685645325,3.3752410497535714,0.06881675398689431
0,Cliente 21,2023-11-28,INDU,CVCB3,31367A,11900,-40238.957283415,3.357450363479807,0.08718903976601443
0,Cliente 21,2023-11-28,INDU,DASA3,5559A,4100,-39742.5457509525,9.65985332641875,0.8202597460477674
0,Cliente 21,2023-11-28,INDU,DASA3,5560A,2200,-22457.14092959625,10.4336674153425,0.6513457126410513
550895,Cliente 21,2023-11-28,INDU,FESA4,26289A,100,-5172.8473865999995,51.728473865999995,
0,Cliente 21,2023-11-28,INDU,ITSA4,43797A,163,-1591.8531677282415,9.702435679911048,0.15668353868902413
550938,Cliente 21,2023-11-28,INDU,ITSA4,43798A,300,-2782.2549623765544,9.274183207921848,
0,Cliente 21,2023-11-28,INDU,MRFG3,28697A,1400,-13782.83388944222,9.865142518474999,0.04023046648346076
0,Cliente 21,2023-11-28,INDU,MRFG3,28698A,2000,-20702.602872020554,10.34511068904111,0.4956981611257534
0,Cliente 21,2023-11-28,INDU,PETR4,26291A,12600,-472915.3613648935,37.83146822466326,9.580914545067822
0,Cliente 21,2023-11-28,INDU,PETR4,26292A,5400,-198360.62916181266,37.26773672822211,7.0035027385031565
0,Cliente 21,2023-11-28,INDU,VALE3,29614A,250,-18172.98,73.06662353206865,0.21580748751493503
0,Cliente 21,2023-11-28,INDU,VALE3,29615A,400,-33947.53861321655,83.01765250983448,27.415354492455403
0,Cliente 21,2023-11-28,INDU,VALE3,29616A,400,-32580.646007958618,82.61669262497931,10.859246606922989
551065,Cliente 21,2023-11-28,INDU,VALE3,29617A,100,-7614.630943526895,76.14630943526895,
0,Cliente 21,2023-11-29,TERR,CSNA3,28701A,45300,-756102.4384541766,17.690946699395532,2.3970462993712065
0,Cliente 21,2023-11-29,TERR,CSNA3,28702A,7100,-122670.89736036857,17.282152342926956,2.271808245763777
0,Cliente 21,2023-11-29,PLAN,USIM5,3528A,2300,-20373.371920730773,8.711701167064685,0.24197451000195722
0,Cliente 21,2023-11-29,PLAN,USIM5,3529A,10400,-88762.1040220813,8.471406420625176,0.37816208254068645
0,Cliente 21,2023-11-30,CAPM,BEEF3,10670A,7500,-60909.418429667494,8.17850130692398,0.5774725365707915
0,Cliente 21,2023-11-30,CAPM,BEEF3,10671A,8200,-67857.76332166024,8.399404810687125,0.5322429484262684
0,Cliente 21,2023-12-01,TERR,BBDC4,37610A,6600,-117553.28658504722,17.83810816357268,2.0702472564159
0,Cliente 21,2023-12-01,TERR,BBDC4,37611A,2100,-39118.34990837969,18.463956599311878,0.7174696461462364
0,Cliente 21,2023-12-01,TERR,BBDC4,37612A,1100,-19055.795559455564,16.942905926987216,3.8938923576900324
0,Cliente 21,2023-12-01,TERR,BBDC4,37613A,3300,-61844.11867492037,18.19138189027431,2.8524344116679323
0,Cliente 21,2023-12-01,CAPM,MRVE3,34097A,13400,-148666.61695512646,11.003822484337483,0.8479791561752873
0,Cliente 21,2023-12-04,TERR,JSLG3,28703A,10900,-125934.4902646295,11.553450799905123,0.8607001966551217
0,Cliente 21,2023-12-04,TERR,JSLG3,28704A,11300,-129496.1086127297,11.414390456344625,0.8383045253127592
0,Cliente 21,2023-12-04,CAPM,LWSA3,10672A,14100,-91285.7929474512,6.461436970429125,0.35072812860891533
0,Cliente 21,2023-12-04,PLAN,PETR4,26293A,1800,-68416.83861687696,38.92328280797041,16.323971820174705
0,Cliente 21,2023-12-04,PLAN,PETR4,26294A,17700,-652955.2119961089,37.60784878062832,8.93806888522101
0,Cliente 21,2023-12-05,CAPM,KLBN4,20804A,4200,-20033.279407863356,4.658009673736145,0.15327469802390015
0,Cliente 21,2023-12-05,CAPM,KLBN4,20805A,14800,-68483.36953036583,4.583671970355818,0.18082647454647774
0,Cliente 21,2023-12-05,TERR,MOVI3,5561A,8900,-115045.4139781272,12.80492283570909,1.2103023555138408
0,Cliente 21,2023-12-05,TERR,MOVI3,5562A,4900,-58646.0586103784,11.939105813207112,0.8966126833838439
0,Cliente 21,2023-12-06,PLAN,AZEV4,3530A,2900,-6372.87535956736,2.2016085288976,0.04458473927063854
0,Cliente 21,2023-12-06,PLAN,AZEV4,3531A,20200,-45800.0172721712,2.2730210011355023,0.045183448506235374
0,Cliente 21,2023-12-06,TERR,BRKM5,3556A,21835,-386963.13199852494,17.658224668326472,0.012030456963226759
0,Cliente 21,2023-12-06,TERR,BRKM5,3557A,28157,-502311.3595237408,18.080917652393456,2.6469192031556985
0,Cliente 21,2023-12-06,PLAN,MBLY3,5563A,14800,-36488.397700187284,2.4548051766760115,0.04619553586514112
0,Cliente 21,2023-12-06,PLAN,TRAD3,667A,5900,-5815.70329419325,0.9955906600566667,0.006409232263815912
0,Cliente 21,2023-12-06,PLAN,TRAD3,668A,8400,-8363.512065415167,0.9852400162126754,0.00726742832699608
0,Cliente 21,2023-12-07,CAPM,ITUB4,31368A,19400,-613193.8384574736,31.586393563485803,0.0020409809121163694
0,Cliente 21,2023-12-07,CAPM,ITUB4,31369A,5500,-190059.23449806072,34.3884779204472,9.087399041112782
0,Cliente 21,2023-12-08,CAPM,BOVA11,6612A,23000,-2978441.077666636,129.2760118620271,117.33402516577844
0,Cliente 21,2023-12-08,TERR,JSLG3,28705A,3500,-44022.2861543567,12.544676181196154,0.9757005127541989
0,Cliente 21,2023-12-08,TERR,JSLG3,28706A,9400,-117008.93302040955,12.436575613778462,0.9486466854242086
0,Cliente 21,2023-12-11,CAPM,MRVE3,34099A,21700,-237858.80908956393,10.859388228550559,0.8600991451167226
0,Cliente 21,2023-12-14,TERR,JSLG3,28707A,13100,-156671.20198902054,11.972365656413588,0.7412082493145392
0,Cliente 21,2023-12-14,TERR,JSLG3,28708A,2700,-33874.453115068885,12.04560238045729,1.641957591542112
0,Cliente 21,2023-12-15,PLAN,INBR32,669A,17300,-465405.69777377276,26.8899993787392,4.514415578134879
0,Cliente 21,2023-12-15,TERR,JSLG3,28709A,9300,-110627.36139575738,11.831306413712,0.8236075318819561
0,Cliente 21,2023-12-15,TERR,JSLG3,28710A,8600,-100950.4093516061,11.82416014249562,1.1735089488200894
0,Cliente 21,2023-12-15,TERR,NTCO3,28711A,22000,-375643.8051688747,17.000107533435216,2.0047718705430397
0,Cliente 21,2023-12-18,CAPM,MRVE3,34101A,17300,-214540.4393339882,12.523346550615795,1.2327290303748744
0,Cliente 21,2023-12-18,CAPM,RAIZ4,34523A,23400,-94862.32516519297,4.054036933420895,0.12444855959207406
0,Cliente 21,2023-12-19,MIRA,CIEL3,28713A,14800,-72667.75235524143,4.836593216567858,0.14489281312132749
0,Cliente 21,2023-12-19,MIRA,CMIN3,10674A,5900,-45347.73200800649,7.615367147438398,0.42600962724091174
0,Cliente 21,2023-12-19,MIRA,CMIN3,10675A,4000,-33079.6191639915,8.150503472600999,0.18751168045995742
0,Cliente 21,2023-12-20,CAPM,BBAS3,43799A,12800,-741101.3921439806,57.800183619341375,22.85240820113003
0,Cliente 21,2023-12-20,PLAN,CMIG4,34103A,9300,-116599.03650085501,12.456796264770187,1.403771027826165
0,Cliente 21,2023-12-20,PLAN,CMIG4,34104A,4600,-58171.004372117146,12.777922564422706,1.4656033762451943
0,Cliente 21,2023-12-20,TERR,MRFG3,28715A,5300,-52383.39230240028,9.962816279681055,0.6527067920530143
0,Cliente 21,2023-12-20,TERR,MRFG3,28716A,15700,-165620.911951716,10.5803304071894,0.7106051341363784
0,Cliente 21,2023-12-21,CAPM,BOVA11,6614A,17600,-2363444.278450147,134.1251931858407,139.7790144537667
0,Cliente 21,2023-12-22,PLAN,CIEL3,28717A,21300,-105110.90997054252,4.901574537656955,0.1326353035324079
552332,Cliente 21,2023-12-22,PLAN,CIEL3,28719A,200000,-918257.08,4.591285399999999,
0,Cliente 21,2023-12-22,CAPM,ITUB4,31370A,15100,-537837.6357344147,35.60600032052607,8.416665891628995
0,Cliente 21,2023-12-22,TERR,PETR4,26295A,300,-11361.0477668464,38.180719337504,1.7360565269708024
0,Cliente 21,2023-12-22,TERR,PETR4,26296A,12900,-513220.7617680774,39.73923959090837,11.965740532934205
0,Cliente 21,2023-12-26,PLAN,CIEL3,28721A,23300,-117673.35293370268,5.060709262769307,0.1915455866783032
552453,Cliente 21,2023-12-26,PLAN,CIEL3,28722A,100000,-471131.9,4.7113190000000005,
0,Cliente 21,2023-12-26,PLAN,MBLY3,5565A,19000,-42567.81630020912,2.2604475695597808,0.036715640438570465
0,Cliente 21,2023-12-26,TERR,MRFG3,28725A,12400,-131636.27429284612,10.714843801295496,0.7081935502907809
0,Cliente 21,2023-12-26,PLAN,TRAD3,671A,8300,-7605.950379683626,0.918734846061511,0.005477345260565977
0,Cliente 21,2023-12-26,PLAN,TRAD3,672A,8100,-7374.629090333707,0.9152310168509968,0.005181901628760218
552624,Cliente 22,2023-07-18,PACC,BBSE3,33862A,400,-14475.992371039998,36.1899809276,
0,Cliente 22,2023-07-18,PACC,BBSE3,33863A,1100,-31898.53361695625,28.636915826270833,1.7108313000142301
0,Cliente 22,2023-07-18,PACC,SEQL3,33864A,4600,-6581.354248924799,1.4362683529656,0.009080729496822974
552672,Cliente 22,2023-07-18,PACC,SEQL3,33865A,300,-457.3526201424,1.524508733808,
552717,Cliente 22,2023-07-18,PACC,VALE3,7917A,100,-7128.46291122857,71.2846291122857,
552709,Cliente 22,2023-07-18,PACC,VALE3,7918A,500,-39460.84862999999,78.92169725999999,
0,Cliente 22,2023-07-18,PACC,VIVT3,17142A,900,-36809.348839,40.90374854875,0.00323989135296228
552742,Cliente 22,2023-07-18,PACC,VIVT3,17143A,200,-8168.69,40.84345,
0,Cliente 22,2023-07-18,PACC,WEGE3,4293A,200,-6866.411499842665,34.33205749921333,2.8323096927551714
0,Cliente 22,2023-07-18,PACC,WEGE3,4294A,1200,-43827.129374329335,37.09577659406,23.653616601286828
0,Cliente 22,2023-07-19,PACC,ITSA4,4295A,3400,-37096.616311652135,11.053883010246238,1.794142394608682
0,Cliente 22,2023-07-19,PACC,ITSA4,4296A,6800,-74610.02873226641,10.90959382642552,1.260510143682446
0,Cliente 22,2023-07-19,PACC,SEQL3,33866A,4500,-5878.986170415599,1.3243327388039998,0.006162512662088612
552862,Cliente 22,2023-07-19,PACC,SEQL3,33867A,400,-550.1290644815999,1.375322661204,
0,Cliente 22,2023-07-19,PACC,VALE3,7919A,900,-60180.26146795601,67.41832718145001,49.24943713460817
0,Cliente 22,2023-07-20,PACC,BBDC3,4297A,1200,-20715.03761743038,17.348026634627217,0.4330111927002233
0,Cliente 22,2023-07-20,PACC,BBDC3,4298A,6600,-103383.1469641643,15.524638348795358,1.4831227382438696
